"mun_name","uf","indice_diversidade"
"Santa Rosa do Tocantins","TO","0.506034043052027331213"
"Capetinga","MG","0.5059607275864724451808"
"Cambara","PR","0.50595329100456070887937"
"Cruzmaltina","PR","0.5059502629469572187413"
"Roncador","PR","0.505933716428220433479619"
"Sitio Novo","MA","0.50590174015172727789498"
"Caxias","MA","0.505872422476236664758"
"Ipu","CE","0.5058460083029099326767"
"Lunardelli","PR","0.5058398111523642354229"
"Baiao","PA","0.50572545457458793928555"
"Iracema do Oeste","PR","0.50562649816044705226"
"Sao Benedito","CE","0.5056240253658667264415"
"Dracena","SP","0.5056219266649278076127"
"Nossa Senhora do Livramento","MT","0.505577197336894333375"
"Santa Cruz de Salinas","MG","0.5055507224573360980060"
"Mundo Novo","GO","0.50549955707958503561364"
"Amparo","PB","0.505392770153459716314"
"Brasilandia do Tocantins","TO","0.5053342900461829518122"
"Sao Jose do Barreiro","SP","0.50529324866362841699614"
"Alagoa Nova","PB","0.5052765524051008129032"
"Buritirama","BA","0.5052389053573577270276"
"Franca","SP","0.5052308481407978058363"
"Riachinho","MG","0.50521514839810789501384"
"Sao Roque de Minas","MG","0.5051730782743069176552"
"Pai Pedro","MG","0.505141414662960035095"
"Presidente Kubitschek","MG","0.5051176216920274230617"
"Campo Grande","RN","0.50499769205337535875047"
"Goncalves Dias","MA","0.5048900098902051974204"
"Sumidouro","RJ","0.50485717571109751650908"
"Sao Jose dos Ramos","PB","0.504853736675733760151"
"Figueiropolis","TO","0.5047994033847991647477"
"Ortigueira","PR","0.504797239232305576555"
"Urucui","PI","0.504724397090955331531"
"Porto Amazonas","PR","0.5046679676381555739869"
"Braunas","MG","0.5046532431695586371683"
"Barra da Estiva","BA","0.50463995657116146094791"
"Araucaria","PR","0.5045808900287478747061"
"Cotegipe","BA","0.5045382006814513491691"
"Jacana","RN","0.50452398502003110366182"
"Batalha","AL","0.50446391924697951521236"
"Guapirama","PR","0.50441628727194494024"
"Turvo","PR","0.504316697733430697215"
"Dirce Reis","SP","0.504292028654168571854"
"Caraubas","PB","0.5042733152574172286331"
"Piloes","RN","0.5042612377683428646258"
"Cacapava","SP","0.5041924781745441671923"
"Itatinga","SP","0.5041750826103921494918"
"Chapada dos Guimaraes","MT","0.504085113392181966553"
"Montadas","PB","0.504071659887770467075"
"Darcinopolis","TO","0.5040534484241867855734"
"Sao Fernando","RN","0.50404934728897601324938"
"Rio Branco","AC","0.503942494038790499313"
"Borba","AM","0.5039317184239884549478"
"Mariapolis","SP","0.50387868442608637804"
"Arantina","MG","0.5038597895195196078642"
"Birigui","SP","0.503824205790132358447"
"Luzinopolis","TO","0.5038094230508464473901"
"Redencao do Gurgueia","PI","0.5037144314196083534047"
"Sao Francisco do Piaui","PI","0.50360443045637453883"
"Toledo","PR","0.5035933230084778687831"
"Lebon Regis","SC","0.503502281462937351316077"
"Nossa Senhora das Dores","SE","0.503481179488318066885"
"Tres Palmeiras","RS","0.503408262777860509159"
"Alfredo Chaves","ES","0.50339370727894876594520"
"Santa Rita de Cassia","BA","0.503373733908050803235111"
"Mirante","BA","0.5033141084339904741400"
"Sao Paulo de Olivenca","AM","0.50330694345416137917063"
"Riachao","PB","0.5033052891980686162534"
"Mantenopolis","ES","0.5032861867299839519522"
"Vereda","BA","0.5032636660735654716999"
"Bom Jardim da Serra","SC","0.50323049211422327154262"
"Tabocas do Brejo Velho","BA","0.503189720224489748859"
"Espinosa","MG","0.5030870941104577227946"
"Sao Joao","PE","0.50302273448538385613581"
"Sao Jose do Divino","MG","0.50298950871784478022063"
"Ourolandia","BA","0.50298644412307075199960"
"Branquinha","AL","0.5029787749105488085206"
"Oros","CE","0.50294870812068411560458"
"Mauriti","CE","0.50294619596830563330918"
"Itaperucu","PR","0.5028443195510887725781"
"Alto Horizonte","GO","0.5028383052904018705759"
"Itagiba","BA","0.502803681460570376378000"
"Pedra Branca","PB","0.50275258704842397287"
"Ribeirao Branco","SP","0.5027473582222725327502"
"Antonina","PR","0.502726273615322209754"
"Vicosa","AL","0.50272182014712598331236"
"Palotina","PR","0.502661226150086587077"
"Santa Cruz da Esperanca","SP","0.502604604043010137903"
"Juvenilia","MG","0.50250090108112129194"
"Araraquara","SP","0.5024865024626374396413"
"Sao Cristovao do Sul","SC","0.5024779646422796172455"
"Novo Lino","AL","0.50245796829494703208"
"Simao Dias","SE","0.5023978688117063178889"
"Painel","SC","0.50233815204153906517"
"Sao Luis Gonzaga do Maranhao","MA","0.5023131075975401926659"
"Sao Joao do Pacui","MG","0.50226395949897013232"
"Campina do Simao","PR","0.50222836212737127372649"
"Doresopolis","MG","0.50207423585900536936"
"Sao Miguel do Fidalgo","PI","0.502070848547482201274"
"Santana do Riacho","MG","0.5020641761367953889965"
"Pinheiros","ES","0.5019829122490190950432"
"Campo Bonito","PR","0.501980146551132475608"
"Inacio Martins","PR","0.50195429525959561068279"
"Sucupira","TO","0.50193793228515972913"
"Cordeiropolis","SP","0.50189579527341368534160"
"Massaranduba","PB","0.501876389481714244683211"
"Sao Joao da Ponte","MG","0.5018195709068569369948"
"Fagundes","PB","0.50181596307174646322770"
"Indaiatuba","SP","0.5017535944123107058378"
"Bandeira do Sul","MG","0.50174277488176489822349"
"Sitio Novo do Tocantins","TO","0.5016985068493267478777"
"Itagi","BA","0.501646068004382614371"
"Simoes","PI","0.501579225193944323718980"
"Santana do Serido","RN","0.50157145655944844104"
"Ribeirao dos indios","SP","0.5015469593049839963539"
"Analandia","SP","0.501530159118788659693"
"Virginopolis","MG","0.50141082892276562851389"
"Nova Olimpia","MT","0.5013761766874839633791"
"Caetanos","BA","0.5013257748673531797537"
"Ipigua","SP","0.501277971284055799020"
"Silveiras","SP","0.50124751101456737881737"
"Ibema","PR","0.50119678692506146103"
"Imbau","PR","0.5011862717515969160251"
"Casa Branca","SP","0.5011855686346984656776"
"Arinos","MG","0.5011817298721102632553"
"Itaquitinga","PE","0.5011727337694441827987"
"Sao Geraldo do Araguaia","PA","0.5011710022364673835550"
"Cajari","MA","0.5011529596559088482470"
"Uaua","BA","0.5011420424731335020057"
"Raposa","MA","0.5010875601821968850984"
"Euclides da Cunha","BA","0.5010798871726397673857"
"Cosmorama","SP","0.5010782486688112243165"
"Bocaiuva","MG","0.50107274627818629463736"
"Caturite","PB","0.50106736158677804747870"
"Nova Iguacu de Goias","GO","0.5010209600335537135446"
"Vila Flor","RN","0.5009906419081629290246"
"Sao Benedito do Sul","PE","0.50095672442151160137463"
"Sao Raimundo das Mangabeiras","MA","0.5009412764641611761320"
"Corinto","MG","0.5009397169821433529741"
"Ivaipora","PR","0.5008812884457888224117"
"Iracemapolis","SP","0.5007868992163821078166"
"Cruz do Espirito Santo","PB","0.50072173625681922528864"
"Sao Joao da Serra","PI","0.500675851440662522745"
"Sebastiao Leal","PI","0.5006693001579002005236"
"Sao Luiz","RR","0.500627396490978891960"
"Carinhanha","BA","0.500604938695427954046"
"Salinas","MG","0.500554301366287237677"
"Nortelandia","MT","0.5005388181339674289276"
"Feira Grande","AL","0.500532468773577309258124"
"Viradouro","SP","0.5005296170787234064284"
"Santa Terezinha de Goias","GO","0.5005140093821681443542"
"Santo Hipolito","MG","0.50048488984622103580"
"Poco Verde","SE","0.5004253645738140415264"
"Almirante Tamandare","PR","0.5003672516543333393183"
"Jacarei","SP","0.5003595092030783017626"
"Urupa","RO","0.500298103140061182020"
"Calcado","PE","0.50022896737530005875589"
"Sao Jose do Bonfim","PB","0.50022796112558755172056"
"Flores","PE","0.5001562111983324151702"
"Urandi","BA","0.5001216811590576268409"
"Ico","CE","0.500086847667890831976152"
"Liberdade","MG","0.5000726185537441248457"
"Lajedinho","BA","0.49997198492025027231984"
"Campo Belo do Sul","SC","0.4999545515385647616980"
"Alvorada","RS","0.4998948903285738186828"
"Salgado","SE","0.499848470899836282334"
"Porto Feliz","SP","0.49983891765824602913169"
"Sao Francisco","SE","0.49974645929670956178"
"Jacare dos Homens","AL","0.49971650998694153928"
"Madre de Deus","BA","0.499710532785330157986"
"Itamarandiba","MG","0.4996472067654471265120"
"Senador Georgino Avelino","RN","0.49960200856621112336296"
"Humaita","AM","0.499551065977204422648"
"Alvorada","TO","0.499403499473199192856"
"Sao Desiderio","BA","0.4993554046123687397776"
"Sao Francisco","MG","0.499348261609452711703"
"Guamiranga","PR","0.49932831833491648035401"
"Ponto Belo","ES","0.4993258986062143172066"
"Tobias Barreto","SE","0.4992648614541005810739"
"Palmeira do Piaui","PI","0.49924909176560244910633"
"Itambacuri","MG","0.4991911614918808401940"
"Aparecida","SP","0.499135001313484278821"
"Anguera","BA","0.4990335171084470898088"
"Atalaia","PR","0.4990054544077169768450"
"Dom Pedro","MA","0.4989705805599885725051"
"Sao Felix de Minas","MG","0.4989546875000000000000"
"Parana","TO","0.498932097719645309579"
"Curral de Dentro","MG","0.49891913841161551724888"
"Sao Jorge do Ivai","PR","0.4988673900593315377347"
"Fatima","BA","0.4988267267357995684521"
"Aguiar","PB","0.4987725733538489738364"
"Esperanca Nova","PR","0.4987344978546572321736"
"Riachao das Neves","BA","0.498665781805241481085"
"Pouso Alegre","MG","0.4986368691009185212030"
"Pocos de Caldas","MG","0.4986280048560538169242"
"Bertolinia","PI","0.4986252193410336566233"
"Reserva do Cabacal","MT","0.4986000083502040025867"
"Sao Bento do Norte","RN","0.4985967922072592323312"
"Sabino","SP","0.4985731201677111880099"
"Barra de Santa Rosa","PB","0.49841035440694389087176"
"Lassance","MG","0.498302942564552338448"
"Sao Jose de Princesa","PB","0.4983009765314349335558"
"Matos Costa","SC","0.49825025734210436906"
"Xambioa","TO","0.4981932067786237849132"
"Santo Andre","SP","0.4981466552938762015894"
"aguas de Santa Barbara","SP","0.4980736984556719812734"
"Vargem Bonita","SC","0.498057381320602474454"
"Canhoba","SE","0.49794383830256182279728"
"Sao Jose da Safira","MG","0.4978646432921550700238"
"Santa Rosa do Piaui","PI","0.49784742744825991444"
"Nova Tebas","PR","0.49784391138145252860178"
"Arceburgo","MG","0.4977707616445541748200"
"Jussara","BA","0.4977203273860324842652"
"Cascavel","PR","0.4976905329084985123626"
"Aracati","CE","0.497677936555699380582"
"Campo Grande do Piaui","PI","0.4976676306001037516165"
"Porto Alegre do Tocantins","TO","0.4976530188376952591440"
"Coribe","BA","0.49756524751417968823022"
"Major Isidoro","AL","0.4975245108366050623962"
"Quixelo","CE","0.4974813385001507142015"
"Lago do Junco","MA","0.4974778904297723045450"
"Nova Olinda","TO","0.497464235509441669563055"
"Aroeiras","PB","0.497451537436617908816200"
"Jaboticabal","SP","0.49744324488835508737488"
"Ladario","MS","0.497425204980614662868"
"Campanario","MG","0.4974247796300741731404"
"Poco Dantas","PB","0.49737567234080265050356"
"Rafard","SP","0.49723784849615020798423"
"Miguel Calmon","BA","0.497180880644709200510"
"Cumari","GO","0.4970379916541082990836"
"Bela Vista do Maranhao","MA","0.496863623358985966495859"
"Senador La Rocque","MA","0.4968613355546300152709"
"Aroazes","PI","0.49680052782609519179"
"Dianopolis","TO","0.4967982212825266462056"
"Castro","PR","0.4967728521152270811164"
"Araquari","SC","0.4967368236767807138369"
"Cristopolis","BA","0.49670356918921528532893"
"Piloes","PB","0.49669120326585275133633"
"Uruana de Minas","MG","0.49661533502594433249"
"Tapaua","AM","0.49661336096193343093824"
"Santana do Ipanema","AL","0.496605356280547139620"
"Boa Vista da Aparecida","PR","0.496504685731001811496"
"Nova Soure","BA","0.4964950372064804468068"
"Catigua","SP","0.4964923439412932696078"
"Capela Nova","MG","0.49642939807150285666152"
"Sao Joao da Canabrava","PI","0.49634567417137753378111"
"Salto de Pirapora","SP","0.4962643237990439379540"
"Xexeu","PE","0.4962131714985123983013"
"Belem do Brejo do Cruz","PB","0.49619907684375698690240"
"Trizidela do Vale","MA","0.4961143374176203609980"
"Ouro Verde","SC","0.4960968188227241183730"
"Tabatinga","SP","0.4960604013432563970021"
"Vila Propicio","GO","0.4960501090887045318895"
"Augustinopolis","TO","0.496006146823338719693"
"Macambara","RS","0.4959981614478598103898"
"Morpara","BA","0.49599114840061351336046"
"Minas Novas","MG","0.495905305542554048381887"
"Jequitinhonha","MG","0.4958198268107987116335"
"Areado","MG","0.49575998890732806345018"
"Luis Correia","PI","0.4956998405406930497808"
"Pedras Altas","RS","0.495643663978872435361"
"Eirunepe","AM","0.49558135527333860547982"
"Gaviao","BA","0.49550700698594394412000"
"Antonio Almeida","PI","0.495478054381715581428"
"Frei Gaspar","MG","0.49543615763794577738444"
"Araruna","PR","0.495336799319496476009"
"Lagoa da Canoa","AL","0.4952866303694323265219"
"Nova Friburgo","RJ","0.4952669633884480181929"
"Cocal dos Alves","PI","0.49520982763638239734"
"Matinhos","PR","0.495166154572330644191"
"Acailandia","MA","0.4951587161080613525979"
"Carrasco Bonito","TO","0.495073722486911765186"
"Miranda do Norte","MA","0.49496888531042316112298"
"Gonzaga","MG","0.49488259014583462814344"
"Jumirim","SP","0.4948517721553685480062"
"Fartura do Piaui","PI","0.49483959116146841248797"
"Nova Fatima","BA","0.49478978406108453300959"
"Andorinha","BA","0.494717096027414678963"
"Ponte Alta do Tocantins","TO","0.494598000576776749382"
"Divinopolis de Goias","GO","0.49457441131316930725452"
"Alpinopolis","MG","0.4945545343247036340237"
"Olhosd'agua","MG","0.4945447867929847430292"
"Sabinopolis","MG","0.49442694853869460927578"
"Prata","PB","0.49436124282118909325551"
"Bocaiuva do Sul","PR","0.494343190878705312243"
"Terra Nova","PE","0.494286533008908282890"
"Paulistania","SP","0.4941695474004716009200"
"Oscar Bressane","SP","0.494168729203887950958"
"Sao Luis do Piaui","PI","0.49412011409212562139"
"Tremembe","SP","0.494090370126131021538"
"Pinheiro","MA","0.494085629781714657456"
"Aracoiaba","PE","0.49407218011267610913421"
"Pirai do Norte","BA","0.49405855794678005096085"
"Lago Verde","MA","0.4940483289178732212994"
"Olimpia","SP","0.4940154594813770152296"
"Pacatuba","CE","0.494011449984126900477"
"Souto Soares","BA","0.49399944813437552489822"
"Gararu","SE","0.4939552253934853924860"
"Olho D'agua do Piaui","PI","0.493947958294271782679"
"Limeira","SP","0.4939065147081010703177"
"Macajuba","BA","0.4938573532981993796806"
"Bady Bassitt","SP","0.4938340584862811253778"
"Boituva","SP","0.493762804458098634706"
"Bom Jardim de Minas","MG","0.49374083455553749390228"
"Ipixuna","AM","0.493733087012446641785"
"Nazare Paulista","SP","0.4936971727780521931059"
"Jaguariuna","SP","0.4936751066240329939182"
"Ibiara","PB","0.4936683019869868832855"
"Araripina","PE","0.4936530943748911818212"
"Montezuma","MG","0.49362398761804940099006"
"Guaratingueta","SP","0.4936136938212617624229"
"Seritinga","MG","0.4936004746187470173993"
"Itai","SP","0.49349014498312704524711"
"Campo Alegre de Lourdes","BA","0.493468729017482865923"
"Guaxupe","MG","0.4934632405132839237827"
"Sao Miguel do Iguacu","PR","0.493405327063980091076"
"Maetinga","BA","0.4933983034971155156684"
"Palmopolis","MG","0.4933668199723237276116"
"Senador Pompeu","CE","0.493328088615145433809954"
"Ipaussu","SP","0.4933120781701656616082"
"Francisco Sa","MG","0.4932900444274306048372"
"Itaipulandia","PR","0.493279125220399722602"
"Santa Ines","PB","0.49326025788183813577"
"Joca Claudino","PB","0.49315467986531029683"
"Potiragua","BA","0.493150372038953389597930"
"Fama","MG","0.4931111313067966038424"
"Nossa Senhora Aparecida","SE","0.4930642588209498121250"
"Pilar do Sul","SP","0.4930109878426066778611"
"Quedas do Iguacu","PR","0.4930013044833322531191"
"Jacunda","PA","0.492888373495162107791"
"Ladainha","MG","0.492810395193298747124"
"Juazeirinho","PB","0.49277395381684378599190"
"Dom Eliseu","PA","0.4927373640747410949588"
"Serra Preta","BA","0.49268831862613909262654"
"Presidente Janio Quadros","BA","0.4926162524278650361272"
"Sao Joao do Paraiso","MA","0.49259052085807271615816"
"Alhandra","PB","0.4925281680431874346279"
"Ubirajara","SP","0.492528122719974436381"
"Colinas do Sul","GO","0.492513222789377435979"
"Silvanopolis","TO","0.4923402738897756770120"
"Maua da Serra","PR","0.49233487938741597081387"
"Vargem Bonita","MG","0.49228810873350105347"
"Jutai","AM","0.4922219256732179348398"
"Ponte Alta do Norte","SC","0.49216816606981686900759"
"Santa Helena","PB","0.49213504475885020229"
"Babaculandia","TO","0.4921257955628848978351"
"Pedrinhas","SE","0.4921108672309385658966"
"Jacinto","MG","0.4919985410138582358998"
"Porto Esperidiao","MT","0.491944977112149315853"
"Ibaiti","PR","0.491904381889168374816"
"Conceicao do LagoAcu","MA","0.4918733567767915831928"
"Desterro de Entre Rios","MG","0.4918329606665600221438"
"Cajobi","SP","0.4918315465354022503921"
"Rio Bom","PR","0.49179942605326055893188"
"Bituruna","PR","0.4916417112655640365937"
"Monteiro Lobato","SP","0.4914990582281982105543"
"Lambari","MG","0.491462039975504989324018"
"Nova Guataporanga","SP","0.49134744132093721280"
"Pinhais","PR","0.4913315336752309305467"
"Caldeirao Grande do Piaui","PI","0.49132627474370198814"
"Belo Oriente","MG","0.4911553345258107991638"
"Guaratuba","PR","0.491135361176114758139"
"Ribeiro Goncalves","PI","0.4910253735133266320843"
"Anage","BA","0.49101882359685559566967"
"Turmalina","MG","0.49097690500000000000000"
"Senador Alexandre Costa","MA","0.4909182220578360263493"
"Itaobim","MG","0.49088132240173616591480"
"Cabralia Paulista","SP","0.49083140396120402344445"
"Bebedouro","SP","0.4907452821301920258512"
"Curiuva","PR","0.490731288362571881413"
"Lontra","MG","0.4906808466027560018263"
"Sao Miguel do Aleixo","SE","0.49066310413288065591241"
"Wanderlandia","TO","0.4906565550457706287263"
"Guarei","SP","0.490522512541352236174"
"Cianorte","PR","0.4905212646052051670519"
"Coqueiro Seco","AL","0.49047506480523466989976"
"Barro Preto","BA","0.490339067353529163012"
"Araguacema","TO","0.4903232282062660519385"
"Aquiraz","CE","0.4903132352436197215312"
"Capitao Eneas","MG","0.49027226597942768688912"
"Monte Alegre de Sergipe","SE","0.49025925811456174266904"
"Carbonita","MG","0.4901117595150941262908"
"Bom Sucesso de Itarare","SP","0.490069136593732011132"
"Penalva","MA","0.4899620022560801228237"
"Taquarana","AL","0.489820837355231542052"
"Craibas","AL","0.4897845708979845538539"
"Faxinal","PR","0.48977419417973882369"
"Vitoria do Xingu","PA","0.489769269365862494667"
"Igreja Nova","AL","0.4897437767117004976458"
"Logradouro","PB","0.4897027357406557821480"
"Cocal","PI","0.489665329954327495766599"
"Santa Terezinha de Itaipu","PR","0.48965139993697114145325"
"Cajuru","SP","0.4896052134568383653288"
"Santa Luzia","BA","0.489592188902908653768"
"Itaporanga d'Ajuda","SE","0.4895649413661237596651"
"Caicara","PB","0.48951122464702525127006"
"Mira Estrela","SP","0.48944522013991990893"
"Serra Grande","PB","0.48942170427494441597"
"Ponto Chique","MG","0.489330455557400283721"
"Jaguarari","BA","0.489301700757134307280"
"Coronel Macedo","SP","0.4892482967944798672384"
"Mathias Lobato","MG","0.4892288202842988158320"
"Itabi","SE","0.4892093168894993454467"
"Mirassolandia","SP","0.4890877389686884061475"
"Brasilia de Minas","MG","0.4889595489472327495888"
"Santa Maria das Barreiras","PA","0.488948872169995399882"
"Guarani d'Oeste","SP","0.48892493307555026770"
"Sao Manuel","SP","0.48891793004645083480018"
"alvares Florence","SP","0.48883356250071359948911"
"Nova Odessa","SP","0.488778610079493879737"
"angulo","PR","0.488728909316330991438"
"Cravinhos","SP","0.4887227275117358067669"
"Jose Boiteux","SC","0.488681743344716567245"
"Aveiro","PA","0.4886724454232146503113"
"Desterro do Melo","MG","0.4886693895472976681453"
"Taiuva","SP","0.4886518670079398634622"
"Campo Grande","AL","0.4886198137434944376360"
"Sao Felix do Xingu","PA","0.488574868144325608827"
"Divisopolis","MG","0.488517537385827185942"
"Candeias do Jamari","RO","0.48851102421544268138"
"Lagoa do Tocantins","TO","0.488479287275720548090"
"Pindai","BA","0.48846783745362106913089"
"Sertanopolis","PR","0.4883668545177051672646"
"Araguaiana","MT","0.4883517422029193811335"
"Itaipe","MG","0.4883473865923812723679"
"Nova Modica","MG","0.48833138104227375316641"
"Monte Santo do Tocantins","TO","0.4882368638883392186740"
"Cajapio","MA","0.48822165540659238510713"
"Mariopolis","PR","0.4881752464871517341166"
"Bilac","SP","0.4880728914542461463035"
"Candido de Abreu","PR","0.4880715486065864250512"
"Nova Olinda","PB","0.48804837141004358726"
"Sebastiao Barros","PI","0.4879773377117128153400"
"Divisa Alegre","MG","0.48795610045801229436654"
"Astorga","PR","0.48788513590167581410096"
"Rio do Prado","MG","0.4878035044179870737059"
"Marumbi","PR","0.48778183166300591183003"
"Campos Verdes","GO","0.4877739280331545617829"
"Leme","SP","0.4877162638987022110369"
"Nova Aurora","PR","0.48770071126713268186003"
"Montividiu do Norte","GO","0.48766749801359737847"
"Sao Jose dos Campos","SP","0.4876569726141791586955"
"Turvelandia","GO","0.4876251221065402828259"
"Novo Planalto","GO","0.48760241402204530259815"
"Davinopolis","MA","0.487563651939998462271"
"Missao Velha","CE","0.487528550188826176504"
"Nazaria","PI","0.487480685821004399231125"
"Landri Sales","PI","0.48742396101410803290277"
"Ponte Alta","SC","0.48739569813921076423370"
"Salgadinho","PB","0.4873098629400698736811"
"Rafael Jambeiro","BA","0.48727730928140771801462"
"Bom Jesus do Sul","PR","0.48727153354713264815750"
"Maracai","SP","0.4872425054899778324873"
"PindareMirim","MA","0.4871677779369548185636"
"Peritoro","MA","0.48716322354906403090847"
"Itupiranga","PA","0.487132972715934039959"
"Sobral","CE","0.4871018167768709870162"
"Coracao de Jesus","MG","0.4870560879168757666740"
"Ouricuri","PE","0.487050665582249415752"
"Roteiro","AL","0.48704597148604875526825"
"Campos Novos Paulista","SP","0.4870152797458487467841"
"Xinguara","PA","0.487011696999090331070"
"Lagoa dos Patos","MG","0.48699135356522963940365"
"Morrinhos","CE","0.4869880792064641560748"
"Barao de Grajau","MA","0.486873508181041492746"
"Santa Branca","SP","0.4868394558389150060233"
"Cruzeiro do Sul","AC","0.486837543976383941465"
"Mambai","GO","0.486835087652949930916"
"Quatro Barras","PR","0.486829501908752472466"
"Santa Barbara d'Oeste","SP","0.4867024520240227924494"
"Presidente Dutra","BA","0.4866894580522451597221"
"Corrego Fundo","MG","0.4866247498350932821176"
"Pinhal de Sao Bento","PR","0.4866004357008107309258"
"Palmeira d'Oeste","SP","0.48649044352861482401410"
"Salto Grande","SP","0.4864754311528952107656"
"Pote","MG","0.4864453522260462002764"
"Matinhas","PB","0.48631483014702613056240"
"Paranatama","PE","0.486311404944700656752"
"Aurora do Tocantins","TO","0.48630544426501867138044"
"Manfrinopolis","PR","0.4863040050046266730999"
"Passagem Franca","MA","0.48626381823798327579498"
"Sao Miguel do Tapuio","PI","0.4861526915647153803118"
"Desterro","PB","0.4861308052436571985353"
"Mambore","PR","0.4860991745277909743296"
"Santa Maria do Salto","MG","0.48598398276870547467133"
"Ribamar Fiquene","MA","0.485881859329705538324"
"Caldeirao Grande","BA","0.485864592393083260859"
"Acaua","PI","0.48568390252423792470900"
"Monteiro","PB","0.485621381739763632810"
"Sao Francisco do Brejao","MA","0.4856210466522334229562"
"Sao Jose dos Pinhais","PR","0.4856149706911109038652"
"Sao Bento","MA","0.48561067238207791812146"
"Santa Luzia do Itanhy","SE","0.485608719557829939475"
"Rosario do Ivai","PR","0.485539752650924321819"
"Carira","SE","0.4855333819556437847040"
"Itabela","BA","0.4855088825836715994410"
"Pilao Arcado","BA","0.4854769209768865485215"
"Cacimba de Dentro","PB","0.4854521894679747146922"
"Estrela d'Oeste","SP","0.4854374366661645235123"
"Candido Mendes","MA","0.48542602293110644019935"
"Caseara","TO","0.48541078052997757796312"
"Boa Viagem","CE","0.4854010450474477746051"
"Sao Felix do Tocantins","TO","0.485382447613136970992"
"Paragominas","PA","0.485369267339583481524"
"Itapiratins","TO","0.485335713859764286306"
"Santo Antonio da Alegria","SP","0.48533321714028948407674"
"Itapicuru","BA","0.48531689128592086492265"
"Sao Joao Batista do Gloria","MG","0.48527806484862015171483"
"Buriti dos Lopes","PI","0.4851595417451326903141"
"Cedro","PE","0.485082934095611897727"
"Brejo Santo","CE","0.4850505317988385588062"
"Jardim do Mulato","PI","0.48499668047892676450"
"Mendonca","SP","0.4848500450040163939422"
"Itaituba","PA","0.484787611120845747905"
"Barra do Quarai","RS","0.48474806713035485607526"
"Lago da Pedra","MA","0.4846773661774379286093"
"Guatambu","SC","0.4846613001787459606054"
"Araras","SP","0.4845171720696158960788"
"Saltinho","SC","0.48448294892196627141479"
"Matutina","MG","0.48446014449016113460"
"Pardinho","SP","0.48441833036065440227101"
"Sorocaba","SP","0.4844175390946599235405"
"Maringa","PR","0.4844027046592424633021"
"Baianopolis","BA","0.48439728898403027897158"
"Galinhos","RN","0.4843829063597854530096"
"Sao Lourenco","MG","0.4841845483569472314946"
"Jenipapo de Minas","MG","0.4841641494221983337824"
"Macedonia","SP","0.48413825870630610461307"
"Caracarai","RR","0.484089516064620182686"
"Penapolis","SP","0.4840346981545292248738"
"Maracanau","CE","0.484023144268341545004"
"Sao Jose de Caiana","PB","0.4839113101233424394678"
"Iconha","ES","0.48390648615684736858863"
"Sao Joao do Pau d'Alho","SP","0.483843436590084200654"
"Porto Rico do Maranhao","MA","0.48372981346520840721356"
"Timon","MA","0.4837062344024462438824"
"Floresta do Araguaia","PA","0.483696004179380253140"
"Serraria","PB","0.4836820672813502785145"
"Indaiabira","MG","0.48364236577353694091252"
"Marcolandia","PI","0.48362139424402450532"
"Geminiano","PI","0.48361804875704199520898"
"Rifaina","SP","0.48361144759116237305589"
"Barra do Ouro","TO","0.483610334453796276991"
"Pio IX","PI","0.483580313544192885999337"
"Cerro Azul","PR","0.48355046474618506233798"
"Piracaia","SP","0.483466006903369693452"
"Sao Carlos","SP","0.483369292488774228396"
"Sabaudia","PR","0.4833564365091475675911"
"Rio Rufino","SC","0.4833552022074596443985"
"Catanduvas","SC","0.4833289137845457963288"
"Tomar do Geru","SE","0.483256240374122492012"
"Eldorado do Carajas","PA","0.4832300342849292865905"
"Codo","MA","0.4831842362710018612520"
"Salvaterra","PA","0.4831592734811368077807"
"Itau de Minas","MG","0.4831547331623223228274"
"Ulianopolis","PA","0.4831354587798364324893"
"Pequizeiro","TO","0.483114617169526847714"
"Moita Bonita","SE","0.48308091971908847075107"
"Parauapebas","PA","0.483056871560202865194"
"Aparecida d'Oeste","SP","0.48299135881532848937242"
"Itatim","BA","0.4829886751822666965373"
"Capinzal do Norte","MA","0.4829811382232170218232"
"Crisopolis","BA","0.4829657223619694074558"
"Braga","RS","0.48288792025037116716408"
"Meridiano","SP","0.48283371566743133485679"
"Cruz","CE","0.4827307160070128078756"
"Calcoene","AP","0.48263448103115348938256"
"Felisburgo","MG","0.48260537689100140567215"
"Santa Terezinha do Tocantins","TO","0.4825795721281445872686"
"Iuiu","BA","0.482578372914459521883347"
"Barro Duro","PI","0.48255534184932501088"
"Conceicao","PB","0.4824990312739557253178"
"Cantagalo","MG","0.482448952919695180219"
"Novo Oriente","CE","0.482392496827169165336"
"Uruara","PA","0.48238393232286984522618"
"Careacu","MG","0.48224976202087328352925"
"Lambari D'Oeste","MT","0.4822388326410711250389"
"Sao Joao do Paraiso","MG","0.4822363348126364708289"
"Cruzalia","SP","0.4822020746843145656355"
"Ipueiras","CE","0.482171617093978737372"
"Buique","PE","0.482127903612025444437"
"Olinda Nova do Maranhao","MA","0.48210500572032118774911"
"Uirapuru","GO","0.48196863786601376149"
"Mococa","SP","0.4819398013987354240806"
"Casserengue","PB","0.48181620247374533117672"
"Eusebio","CE","0.4817934374149558834438"
"Batatais","SP","0.48166718474941763143325"
"Anita Garibaldi","SC","0.48161899791269750793"
"Prata do Piaui","PI","0.4816165616499404998886"
