"mun_name","uf","indice_diversidade"
"Pugmil","TO","0.5601672943114403101169"
"Tabapora","MT","0.560151707501460373874"
"Gurinhata","MG","0.56013985899843542631663"
"Luminarias","MG","0.56012653238128311417821"
"Primavera do Leste","MT","0.560125321782974042690"
"Sericita","MG","0.5601244137405634300092"
"Indianopolis","MG","0.5600819574131000615176"
"JiParana","RO","0.560076553691530718448"
"Petropolis","RJ","0.5600603357279401914328"
"Quintana","SP","0.560032530748316228526"
"Custodia","PE","0.5600177942444316331641"
"Encanto","RN","0.56000930143730194658375"
"Biritiba Mirim","SP","0.5600052221789693949243"
"Vicosa","RN","0.55999546944829688608"
"Sao Jose do Mantimento","MG","0.5599761129720257622092"
"Cumaru","PE","0.559944808843211030018594"
"Nova Uniao","MG","0.55985103339041176808"
"Aurilandia","GO","0.559849289583274607940"
"Maraba Paulista","SP","0.5598431432481767095289"
"Bataguassu","MS","0.55982943521605795601"
"Contendas do Sincora","BA","0.5598245614128530932976"
"GuardaMor","MG","0.5597543469756589569529"
"Brasilandia","MS","0.559745355898422713595"
"Congo","PB","0.5597309234642239662391"
"Ibiraci","MG","0.55967336339628701475090"
"Florestopolis","PR","0.55965211326360011101432"
"Cabreuva","SP","0.559623034887975831383"
"Santa Cruz","PB","0.55960683362754044335508"
"Itanhanga","MT","0.5595960034218139424827"
"Pedro Leopoldo","MG","0.5595959784451293842689"
"Marataizes","ES","0.5595230140022652633870"
"Paqueta","PI","0.55950789908142730066"
"Caatiba","BA","0.55947015773845661364024"
"Sao Jose do Peixe","PI","0.5594591603528506213545"
"Mangueirinha","PR","0.5594326806144457674226"
"Aracu","GO","0.55941281010692538267556"
"Condado","PB","0.559368441505585876732"
"Moema","MG","0.5593590176728678552295"
"Aramari","BA","0.5593481309742939987023"
"Marzagao","GO","0.559342956951390930248"
"Pedra Preta","MT","0.559337780733347812158"
"Floriano","PI","0.559322624589415032095"
"Porto dos Gauchos","MT","0.559311307405821221255"
"Sao Sebastiao do Oeste","MG","0.5593097415230639003353"
"Baixo Guandu","ES","0.55928372658098729894621"
"Jaguaquara","BA","0.559256011869338310870"
"Perobal","PR","0.5592393875583206681477"
"Belmonte","BA","0.5592355257204523437867"
"Eunapolis","BA","0.559214794571626072823"
"Iguaracu","PR","0.559189919199119653782"
"Cururupu","MA","0.5591856282327881250594"
"Mato Verde","MG","0.55915634715023403902930"
"Simoes Filho","BA","0.559119372693960492898"
"Campo Formoso","BA","0.559040872841320508594"
"Guaraita","GO","0.5590273019862370450197"
"Bonito","MS","0.55901181231139859454"
"Campo Novo do Parecis","MT","0.558966343216208820321"
"Ipora","GO","0.5589492153666452633511"
"Limoeiro","PE","0.5588882416471499900673"
"Cipotanea","MG","0.55886757874878228828796"
"Ibirapitanga","BA","0.5588519288354863343033"
"Pitangueiras","SP","0.5588363523941932797021"
"Santa Isabel","GO","0.5587988250636471790825"
"Bocaina","PI","0.55876759251486643122"
"Pedro de Toledo","SP","0.558737522027670370964"
"Crominia","GO","0.5587096935080701027900"
"Figueirao","MS","0.55870192560657609181199"
"Eloi Mendes","MG","0.5586723964646427363956"
"Cacu","GO","0.5586629535776660083201"
"Hidrolina","GO","0.558648685747024454874"
"Pontalina","GO","0.5586214066121055774924"
"Sao Domingos do Norte","ES","0.55857353333029419545650"
"aguas Lindas de Goias","GO","0.558529728117396371174"
"Quarto Centenario","PR","0.55852674698404688333110"
"Sooretama","ES","0.558456343743307702967"
"Alto Alegre","RR","0.55844681136229863257840"
"Uniao Paulista","SP","0.558446051519900498491"
"Triunfo Potiguar","RN","0.558442574852316884166"
"Caete","MG","0.55842639006220851132765"
"Cajazeiras","PB","0.5584037210294707966842"
"Sao Jose do Serido","RN","0.55834660706787134992"
"Santanopolis","BA","0.55833605901886693902360"
"Pedro Gomes","MS","0.5583357502647346796762"
"Erebango","RS","0.55830330197034046408"
"Sao Jose do Sabugi","PB","0.5582635891141785304022"
"Restinga","SP","0.5582015905112396569738"
"Itauna do Sul","PR","0.55814744892776842157"
"Oeiras","PI","0.55810657841131588580169"
"Pombos","PE","0.558105250732307596839"
"Amarante","PI","0.5580740820039527457431"
"Damolandia","GO","0.558048757873128615807"
"Santana do Paraiso","MG","0.5580130391023596938877"
"Rio Verde","GO","0.5579987204002469383223"
"Guararapes","SP","0.5579978978835891410829"
"Ipojuca","PE","0.557956146573640009455"
"Caxambu","MG","0.5579420828001866206000"
"Arcoverde","PE","0.557908075382125253362"
"Bataypora","MS","0.557886108060533620846"
"Mirai","MG","0.55788100388462333336755"
"Loanda","PR","0.5578466116905222347486"
"Santana de Parnaiba","SP","0.557839302318464866963"
"Santa Maria da Vitoria","BA","0.55778848156479173084"
"Varzea Paulista","SP","0.5577515053455190929033"
"Oroco","PE","0.5577500396098467998898"
"Inaja","PR","0.557694125725203753658"
"Avanhandava","SP","0.5576870107673736180148"
"Mundo Novo","MS","0.557664232910858903655"
"Araguainha","MT","0.5576453288893245760191"
"Ceres","GO","0.557591717972620220268"
"Montalvania","MG","0.5575309383277115552515"
"Luiziania","SP","0.557527328455644567014"
"Ipira","BA","0.5574942584814327865122"
"Timbauba dos Batistas","RN","0.55741339180251270427"
"Jaguaripe","BA","0.55738640769118598889995"
"Itaberaba","BA","0.557370773049682587092"
"Tenente Ananias","RN","0.557342263375834561119000"
"Novo Horizonte","BA","0.5573067663307570053404"
"Apora","BA","0.557299740392181006884566"
"Nova Palmeira","PB","0.55728578531624617587201"
"Ouvidor","GO","0.5572399884259259259289"
"Buriti Alegre","GO","0.557238513496183781336261"
"Sao Jose das Palmeiras","PR","0.5572277520366941844920"
"Japura","AM","0.55722483706064847642034"
"Sao Gabriel do Oeste","MS","0.557205686611906645467"
"Pocrane","MG","0.55718997454193409587806"
"Goiatuba","GO","0.5571772892706686061060"
"Uniao dos Palmares","AL","0.557177108489002533319"
"Urutai","GO","0.557163214367391014855"
"Vila Pavao","ES","0.55715537887911406505663"
"Gloria de Dourados","MS","0.55708331945935947566"
"Resende Costa","MG","0.5570689754973519758874"
"Aurelino Leal","BA","0.557054790435733313080000"
"Alvorada D'Oeste","RO","0.5570069002484422354702"
"Ipua","SP","0.55700480278120064993086"
"Buerarema","BA","0.556986778002629841960"
"Novo Brasil","GO","0.5569823908543345277012"
"Ilha de Itamaraca","PE","0.5569804865930845569902"
"Patos de Minas","MG","0.556980190661794028503"
"Ariquemes","RO","0.556979913553672311299"
"Sao Jose da Laje","AL","0.556979533419899617049"
"Areias","SP","0.5569586200908187923603"
"Lagoa Salgada","RN","0.55678361805746200811694"
"Santa Rita de Ibitipoca","MG","0.5567760992625131451506"
"Barra do Rocha","BA","0.55676353891418826483035"
"Romaria","MG","0.55674419773020417974813"
"Varjao","GO","0.556698494046053431991"
"Patu","RN","0.55665142483186839262897"
"Palmares","PE","0.556642179794489025693"
"Guimarania","MG","0.556628646442972920053"
"PariqueraAcu","SP","0.55662400146972645969"
"Santo Expedito","SP","0.556611333333333333336"
"Gaviao Peixoto","SP","0.556599624294466584445"
"Pimenta Bueno","RO","0.55654367598589077232"
"Ibate","SP","0.5565320620964277653201"
"Ibirapua","BA","0.556511055207093318147"
"Jussara","GO","0.5564892488369748981854"
"Casa Grande","MG","0.55647725853952306462"
"Miguelopolis","SP","0.5564571780122803321409"
"Marechal Deodoro","AL","0.556444801807329759790"
"Reserva do Iguacu","PR","0.55643580362438853007"
"Bambui","MG","0.55638787883965061235574"
"Serra Branca","PB","0.556367410478359574597"
"Presidente Olegario","MG","0.556352025050179236675"
"Ivinhema","MS","0.556350116781280312309"
"Parecis","RO","0.556246978879706152445"
"Extrema","MG","0.5562407188059839049216"
"Vargem Grande Paulista","SP","0.5562384988489221893978"
"Senhor do Bonfim","BA","0.556237284010301059729"
"Almino Afonso","RN","0.5562026239203087003487"
"Vicencia","PE","0.55618354020791869386839"
"Coqueiral","MG","0.55618129289920721644242"
"Ubaporanga","MG","0.556150064757446708013"
"Severinia","SP","0.55613189576176527645379"
"Nova Monte Verde","MT","0.5561086915661366386481"
"Teolandia","BA","0.5561084971782729913016"
"Nova Santa Helena","MT","0.556105220728381761141"
"Trindade","GO","0.556090144470093028362"
"Sao Vicente Ferrer","PE","0.55606742024657790061356"
"Terra Nova do Norte","MT","0.556066943215768494925193"
"Cristalina","GO","0.5560435890186594687722"
"Ipiacu","MG","0.55603778781632384544427"
"Planaltina do Parana","PR","0.5560288320484880681366"
"Muniz Ferreira","BA","0.55600855770551356872238"
"Ivolandia","GO","0.556006557414120778265"
"Cezarina","GO","0.55595902707641627488101"
"Nova Mutum","MT","0.555955530036455128803"
"Uruana","GO","0.5559338346986704400029"
"Novo Gama","GO","0.555928172355205976300"
"Mesquita","MG","0.5558707325522801713296"
"Santana dos Garrotes","PB","0.55583729248036945699169"
"Hidrolandia","GO","0.555831662605269485160"
"Sao Domingos do Azeitao","MA","0.55579240401562723885312"
"Inhumas","GO","0.555784046288855504670"
"Castanheira","MT","0.555745349541487690915"
"Cristais Paulista","SP","0.5556768045926354947287"
"Sao Bento do Trairi","RN","0.55566807869999465898"
"Santo Estevao","BA","0.55561922775013572842980"
"Vianopolis","GO","0.5556183580242259705796"
"Macaparana","PE","0.555586017806481492728"
"Catas Altas da Noruega","MG","0.5554764735683047115016"
"Guia Lopes da Laguna","MS","0.55545103619706164553"
"Barbacena","MG","0.5553893579431561297223"
"Heitorai","GO","0.55536994427038941746236"
"Esplanada","BA","0.555339658629836411448"
"Alto Garcas","MT","0.5553160539670216561795"
"Vicentina","MS","0.55530974597617590044"
"Bandeirantes","MS","0.555291924953524227682"
"Matupa","MT","0.5552555889616187910896"
"Mossamedes","GO","0.555236735329309026955"
"Luziania","GO","0.555233847115436724739"
"Vera Cruz","RN","0.5552000267267787788495"
"Santa Mercedes","SP","0.5551844279930638082001"
"Cachoeira Dourada","GO","0.5551578311612885200335"
"Ibatiba","ES","0.5551545460924600136236"
"Santa Barbara do Tugurio","MG","0.55513454817186890080842"
"Mozarlandia","GO","0.555132856075840275795"
"Mirante da Serra","RO","0.555128288633816701545"
"Nova Santa Barbara","PR","0.555121669000361936035"
"Aparecida de Goiania","GO","0.555111792679256241240"
"Cachoeira da Prata","MG","0.5550274085771567889770"
"Varzea Nova","BA","0.555025283897411353469"
"Jussari","BA","0.554985926146768667310"
"Paraopeba","MG","0.5549358266218596100112"
"Mari","PB","0.5549158280688744594195"
"Rio Branco","MT","0.554897653798886280770"
"Chale","MG","0.55489118528679571204544"
"Ressaquinha","MG","0.554876779997045102399"
"Sao Miguel do Tocantins","TO","0.554830519830302147711"
"Porangatu","GO","0.554811132353302287404"
"Emilianopolis","SP","0.55479186050146870455"
"Sao Mamede","PB","0.55478875788741758646026"
"Engenheiro Caldas","MG","0.55478812860288597122971"
"Quirinopolis","GO","0.5547407848264121617685"
"Doutor Severiano","RN","0.55473939907536661742980"
"Areia Branca","RN","0.5547050572575728714534"
"Peri Mirim","MA","0.554599801808388235624020"
"Goianesia","GO","0.554571148080141660133"
"Nova Guarita","MT","0.55456960997906787988531"
"Palmeiras de Goias","GO","0.554568541587770589156"
"Sao Lourenco da Serra","SP","0.5545524575973791580142"
"Ipiranga de Goias","GO","0.5545463497063162859776"
"Santa Ines","PR","0.554527829124098675707"
"Morro do Chapeu","BA","0.554519345448366944263"
"Lagoa do Carro","PE","0.5545094978970148683554"
"Maracaju","MS","0.554505674121201572151"
"Barra do Choca","BA","0.5543770683272294629359"
"Mucuri","BA","0.5543718828174784916597"
"Paraiso do Norte","PR","0.55435928940898229935992"
"Crato","CE","0.554333749842240664391"
"Santa Barbara de Goias","GO","0.5543197191678510251613"
"Itajuipe","BA","0.554319141822396225603"
"Arraias","TO","0.5542631728458091880477"
"Anadia","AL","0.5542576662059486173779"
"Ouro Verde do Oeste","PR","0.55425417700951804802563"
"Jatei","MS","0.55421965386243646280"
"Andrelandia","MG","0.5542123376248017366145"
"Japaraiba","MG","0.5542122758253580716589"
"Sertaneja","PR","0.554150902285695732997"
"Cubati","PB","0.554149476820684901943"
"Silvania","GO","0.5541449926165531981865"
"Pedra Lavrada","PB","0.5540964999677655095982"
"Sao Francisco do Oeste","RN","0.554087546085026031945"
"Marilena","PR","0.5540858269632277179561"
"Cachoeira","BA","0.5540582131638541895045"
"Pingod'agua","MG","0.554006251841154034881"
"Tapurah","MT","0.5539575751500385719964"
"Cidade Gaucha","PR","0.553955379019037411439"
"Itapetinga","BA","0.553935624206536930435"
"Carmo de Minas","MG","0.553885337749409847667742"
"Castro Alves","BA","0.5538678332565318870358"
"Sao Tomas de Aquino","MG","0.55386373041939261594513"
"Morrinhos","GO","0.5538266824732735374984"
"Caiabu","SP","0.55378975340925980976"
"Nossa Senhora do Socorro","SE","0.553780738257530638900"
"Moreira Sales","PR","0.5537779779689603571475"
"Junco do Serido","PB","0.5537752220188216457272"
"Aragoiania","GO","0.5537594334384224327078"
"Couto de Magalhaes de Minas","MG","0.55375894317571701481447"
"Lima Campos","MA","0.553727251343847213937"
"Lagoa do Sitio","PI","0.55372591823948625577"
"Sete Lagoas","MG","0.5537028114290447188396"
"Anajatuba","MA","0.55370096407618269392085"
"Taperoa","BA","0.553643256875812965088"
"Piumhi","MG","0.5536411087147188239067"
"Joao Dias","RN","0.5536385185680183842584"
"Carlinda","MT","0.5535919624861864458464"
"Jerumenha","PI","0.5534307975633101879221"
"Senador Firmino","MG","0.5534129595723347310674"
"Joao Pinheiro","MG","0.5533913726414134483342"
"Mirassol d'Oeste","MT","0.553384437759607134412"
"Igrapiuna","BA","0.553380315137310492254000"
"Santa Cruz das Palmeiras","SP","0.5533254252644714136100"
"Piracanjuba","GO","0.553315307545433272329"
"Goiandira","GO","0.5532967507751186792796"
"Matias Cardoso","MG","0.5532923012562084477673"
"Louveira","SP","0.5532573266943788340535"
"Matozinhos","MG","0.5532103385621128267448"
"Edeia","GO","0.553147247823604046529"
"Sao Francisco do Conde","BA","0.5531370410455593171959"
"Lajes","RN","0.55312051138612362066272"
"Candiba","BA","0.55309630971894456221475"
"Altamira","PA","0.553089596786459696203"
"Porto Alegre do Norte","MT","0.5530681788486980397442"
"Rio do Antonio","BA","0.55305599121791707494224"
"Iuna","ES","0.5529843632418920706213"
"Tucano","BA","0.5529770023825418867319"
"Bodo","RN","0.5529355525650871928757"
"Saubara","BA","0.552905832492355373521700"
"Ibitiara","BA","0.5528652818396024353285"
"Bom Jesus do Araguaia","MT","0.552846010445598357694"
"Brejetuba","ES","0.5528459617440164141982"
"Firmino Alves","BA","0.5528404229590431349739"
"Jaguapita","PR","0.5528211572198720345711"
"Olho d'agua do Borges","RN","0.55280885171347020547"
"Primavera de Rondonia","RO","0.5527746587955580432342"
"Amelia Rodrigues","BA","0.5527629263175413452635"
"Conceicao do Jacuipe","BA","0.5527403324678320911719"
"Bonfim","MG","0.55271520761048948078310"
"Sao Raimundo Nonato","PI","0.55269169778775529309"
"Itapura","SP","0.55266525231327247643"
"Bom Jesus do Galho","MG","0.5526634440550915056946"
"Saire","PE","0.5526471914542781470679"
"Capela","AL","0.5526128258296439654947"
"Sao Bento","PB","0.55246519297593731123655"
"Serranopolis","GO","0.55244895804428833054878"
"Colider","MT","0.552445862716623060655"
"Fernandes Tourinho","MG","0.552436382186279371105"
"Colinas do Tocantins","TO","0.552390478829344890345"
"Pocoes","BA","0.552360367619101639247"
"Alto Parana","PR","0.5523323932316628858753"
"Maribondo","AL","0.5523173842556034819256"
"Sao Goncalo do Abaete","MG","0.5523061373168629704039"
"Mariluz","PR","0.5523034364437413705249"
"Divino das Laranjeiras","MG","0.5522920786146220337145"
"Ipaba","MG","0.55227879209962852243048"
"Vieiras","MG","0.5522753834915997078276"
"Pedregulho","SP","0.5521904984169214372841"
"Divisa Nova","MG","0.5521550218157567048161"
"Estrela do Norte","SP","0.5521320290728064307950"
"Alfredo Vasconcelos","MG","0.552114739179055846176"
"Araguaina","TO","0.552106772586120055885"
"Florinea","SP","0.5521051265589724643563"
"Santa Luzia D'Oeste","RO","0.55209931273569803008369"
"Lupionopolis","PR","0.55207637014321063844"
"Itaucu","GO","0.5520585139489396196472"
"Santo Amaro","BA","0.552053620675411629318"
"Varzea","RN","0.5520532594437635390148"
"Inhauma","MG","0.5520221761160357086541"
"Gurjao","PB","0.5520215661119612610523"
"Goianinha","RN","0.552003461548719116498"
"Itaguari","GO","0.55198336722575184512649"
"Ibicui","BA","0.5519708765032652343374"
"Serrinha dos Pintos","RN","0.55196829894536056176274"
"Sao Jose da Vitoria","BA","0.55195022164324862010"
"Sao Rafael","RN","0.551947836915806973966"
"Rodolfo Fernandes","RN","0.5519235698069705940123"
"Palmas de Monte Alto","BA","0.551911570177632068093"
"Planalto","BA","0.5518785970990403837371"
"Nova Brasilandia D'Oeste","RO","0.5518626266566556173948"
"Mutunopolis","GO","0.5518614408204756128389"
"Leopolis","PR","0.5518488220639113297371"
"Santa Teresinha","PB","0.5518487218543634187197"
"Alexania","GO","0.551809608961746984564"
"Guairaca","PR","0.55178450342531462607"
"Erere","CE","0.5517757444072528320552"
"Icaraima","PR","0.551770099540091754527"
"Caraubas","RN","0.5517463064139232977967"
"Cabaceiras","PB","0.5517223618322179660952"
"Lagoa Grande","MG","0.5517072649774788871668"
"Mucuge","BA","0.5516891759400411531649"
"Brejao","PE","0.5516657816342338301312"
"Santa Terezinha","BA","0.5516329156307224909122"
"Cabixi","RO","0.5516252269524458687027"
"Apiai","SP","0.5516166219731579195358"
"Livramento","PB","0.55152929297615304751936"
"Santa Tereza do Tocantins","TO","0.5515083409393970308473"
"Santa Juliana","MG","0.5514863550211086050319"
"Bezerros","PE","0.5514697291843415060163"
"Catingueira","PB","0.551464689938029402536"
"Pancas","ES","0.551455418612158856806"
"Lagoa Dourada","MG","0.5514410135101788001290"
"Cafezal do Sul","PR","0.5513849172987099135512"
"Cerejeiras","RO","0.5513838096320637358571"
"Florida Paulista","SP","0.55130493781171653601516"
"Ribeirao Pires","SP","0.551297198359701515188"
"Sao Luis de Montes Belos","GO","0.5512811751591182358262"
"Afogados da Ingazeira","PE","0.551272418325843101086"
"Gravata","PE","0.5512536315716368775163"
"Santana","BA","0.55121771221024003319519"
"Nova Crixas","GO","0.551205584925122953098"
"Dona Ines","PB","0.5512034500168918291790"
"Orizania","MG","0.5511789343880837563769"
"Pedra Bonita","MG","0.551120853115948520403"
"Britania","GO","0.5511114674008976961047"
"Nova Aurora","GO","0.5511031328206395676175"
"Abreulandia","TO","0.5510948531113768758965"
"Sao Joao do Tigre","PB","0.5510400525081784030037"
"Messias","AL","0.551027778488860909087"
"Luisburgo","MG","0.5510127984296924627051"
"Itacarambi","MG","0.551012601633396379049"
"Sanclerlandia","GO","0.5510008784790248059771"
"Silveirania","MG","0.5509697425787048936348"
"Juripiranga","PB","0.55095830668399678276322"
"Antonio Goncalves","BA","0.5509455579057614414464"
"Natuba","PB","0.55092475256372321881"
"Costa Marques","RO","0.550898852453559833992"
"Governador Lindenberg","ES","0.550852896755023703719474"
"Anahy","PR","0.55083124244543921799"
"Jauru","MT","0.5508118231387860665574"
"Ilha Comprida","SP","0.550800287673273108057"
"Monte Santo","BA","0.55077568529963532802522"
"Fazenda Nova","GO","0.55075054150902299822999"
"Jucati","PE","0.5507487642102151163581"
"Felipe Guerra","RN","0.55074130647822928761497"
"Iporanga","SP","0.550737087018809152002"
"Bonito","PE","0.5507231486941191218262"
"Jose da Penha","RN","0.5507061970269823950575"
"Santa Cruz do Capibaribe","PE","0.550636012175851299635"
"Sao Joao do Manhuacu","MG","0.550632399848833560006832"
"Tuparetama","PE","0.5506317764389136864401"
"Jaboticatubas","MG","0.5506008628583746803452"
"Ingazeira","PE","0.5505973625013625718317"
"Baliza","GO","0.5504982945803534908609"
"Mateiros","TO","0.55041671169081020153"
"Ouro Verde de Goias","GO","0.550415878634559814973"
"Poxoreu","MT","0.550391705955635641428"
"Maxaranguape","RN","0.5503388127374096093216"
"Mairipotaba","GO","0.5503319930821878228986"
"Dom Bosco","MG","0.5503285859496573298596"
"Caraguatatuba","SP","0.550305512490847747828"
"Campos de Julio","MT","0.5502908450931162232647"
"Teresina de Goias","GO","0.55026063680392619953"
"Remanso","BA","0.5502606192948949591019"
"Quata","SP","0.55025255625112829617699"
"Joao Dourado","BA","0.550227972058519670701"
"Fervedouro","MG","0.5501922055875896928487"
"Varjao de Minas","MG","0.5501913533358613893966"
"Sao Jose de Espinharas","PB","0.55017221936994481818190"
"Santa Helena de Goias","GO","0.5501545602963404869412"
"Dom Cavati","MG","0.550112153344208809136"
"erico Cardoso","BA","0.550110126908829660941774"
"Santo Antonio do Ica","AM","0.550105236342034862655128"
"Capoeiras","PE","0.5500561010887033333844"
"Presidente Venceslau","SP","0.5500303164673379252673"
"Herculandia","SP","0.550017224995308688318"
"Nova Alvorada do Sul","MS","0.55000067996685188897"
"Itau","RN","0.54999879868845044943976"
"Juazeiro","BA","0.549962442228320923983"
"Sao Miguel dos Campos","AL","0.549903468793342528435"
"Sertaozinho","PB","0.549902055035533139596"
"Sao Joao d'Alianca","GO","0.549861371573814517094"
"Uirauna","PB","0.54985383452763936549148"
"Itupeva","SP","0.5498248342774684750226"
"Sao Carlos do Ivai","PR","0.5498231112438854574908"
"Santo Antonio de Lisboa","PI","0.5498054037257844294357"
"Francisco Alves","PR","0.549796418540332259604"
"Carnaubais","RN","0.5496777742551657240472"
"Pedras de Maria da Cruz","MG","0.5495101683053065192939"
"Santa Rosa de Lima","SE","0.54945348600374620103"
"Rosario da Limeira","MG","0.54943037173757101277"
"Angelim","PE","0.549426090280961567178"
"Anicuns","GO","0.5493624070958384165729"
"Guaporema","PR","0.5493528669314595766490"
"Itiquira","MT","0.5493428600068757820493"
"Teresina","PI","0.549337640983414132980"
"Ibateguara","AL","0.549319007615563014648"
"Sao Simao","GO","0.5492824851111776979046"
"Sao Pedro da Cipa","MT","0.5492416200626707956834"
"Jucurutu","RN","0.5492213895291711353303"
"Sao Gabriel da Palha","ES","0.5492201232206949461867"
"Serra Redonda","PB","0.54920420550275597671276"
"Mamanguape","PB","0.549194636737317426435"
"Colorado do Oeste","RO","0.5491799074574659200534"
"Inhapim","MG","0.54915873256905858382473"
"Taquaritinga do Norte","PE","0.549116065391805251303"
"Petrolina","PE","0.549074936081350966164"
"Manga","MG","0.5490726677235139267158"
"Ourizona","PR","0.54902481242189476013"
"Rancho Alegre","PR","0.54901807535245250907511"
"Araputanga","MT","0.5489555404523261289830"
"Santa Fe de Goias","GO","0.548948509776745248248"
"Barao de Cocais","MG","0.5489350787803434303150"
"Salmourao","SP","0.548918400004429666579"
"Toritama","PE","0.548914818764879208173"
"Pedro Teixeira","MG","0.5487952138213119257672"
"Lagoa de Pedras","RN","0.5487648126394851236030"
"Nova Luzitania","SP","0.548718908914118770685"
"Rochedo","MS","0.548710874422452628883"
"Vargem Alegre","MG","0.548606218795273045090"
"Gandu","BA","0.5485906038054273442728"
"Canabrava do Norte","MT","0.5485891408124940188367"
"Icapui","CE","0.54856285143612194825542"
"Dois Irmaos do Tocantins","TO","0.548519221225168169335"
"Ministro Andreazza","RO","0.5484879914820571838488"
"Floresta","PR","0.5484582923668007549136"
"Lins","SP","0.5484459388846086602611"
"Saboeiro","CE","0.54841424195474223974353"
"Itaguara","MG","0.5484113553080918643503"
"Guaranta","SP","0.5484085985951450684490"
"Paranapoema","PR","0.5483799051336219159556"
"Berizal","MG","0.54834724120332487912100"
"Itapecerica","MG","0.548329634649321074202"
"Dores do Indaia","MG","0.5483148431294740557195"
"Mandaguacu","PR","0.5483020109218130482439"
"Canas","SP","0.54827386541039823504880"
"Ipecaeta","BA","0.5482674454594630198883"
"Rolandia","PR","0.5482515414071778257449"
"Peixe","TO","0.548213210189851129675"
"Tres Ranchos","GO","0.548178843049557554684"
"Rio Largo","AL","0.5481653217182278772076"
"Santo Antonio da Barra","GO","0.54815299520977560140904"
"Apodi","RN","0.5481422105525931841479"
"Severiano Melo","RN","0.54813921561339759312"
"Salinas da Margarida","BA","0.5481273646163366717363"
"Carmolandia","TO","0.54805578646358961614"
"Santo Antonio do Descoberto","GO","0.548027131498755173994"
"Porto Rico","PR","0.548010473748272119931"
"Janiopolis","PR","0.5480104130087152355442"
"Mairipora","SP","0.547995517597236018097"
"Cajati","SP","0.5479724595300688173481"
"Buriti de Goias","GO","0.547956382679977448570"
"Tarumirim","MG","0.5479329194638501951331"
"Flora Rica","SP","0.54792826780766192000"
"Ipero","SP","0.5479256313391719726544"
"Ipupiara","BA","0.54792554219436908604148"
"Jequia da Praia","AL","0.5479219766973792635901"
"Suzanapolis","SP","0.54791370484251361062"
"Rincao","SP","0.5478931665220231319085"
"Nova Marilandia","MT","0.54786736076042724489"
"Sao Jose do Jacuipe","BA","0.547859705937373009483200"
"Minacu","GO","0.547856928319730170539"
"Rolim de Moura","RO","0.547831175537722495756"
"Potim","SP","0.5478196228961395487130"
"Guaraci","PR","0.5477653340847101675152"
"Alto do Rodrigues","RN","0.547757393481599414247510"
"Planalto","SP","0.547751968624724677532"
"Luiziana","PR","0.5477457151092253346464"
"Sao Goncalo do Piaui","PI","0.54773843122040671861"
"Santa Cruz do Arari","PA","0.5477242604260209523959"
"Santa Rita","PB","0.547683014228967416238"
"Sao Vicente","RN","0.5476570784180268785727"
"Teofilandia","BA","0.547652420022296092166"
"Rio Quente","GO","0.547635055124759418585"
"Ivate","PR","0.54757838945016326899989"
"Itororo","BA","0.547549784655438760864"
"Sao Goncalo do Sapucai","MG","0.5475444114227854863363"
"Sobralia","MG","0.5475148916571288338616"
"Areiopolis","SP","0.54748400117329601654060"
"Niquelandia","GO","0.547466612528033312347"
"Graca Aranha","MA","0.5474239280169279701387"
"Vieiropolis","PB","0.54742110402960526315"
"Ouro Preto do Oeste","RO","0.547416010522607344980"
"Jacarezinho","PR","0.547359038426516117289"
"Ramilandia","PR","0.54735819890854950100266"
"Sao Manoel do Parana","PR","0.5473134802465257389803"
"Satuba","AL","0.5473002481532377103664"
"Santa Rosa de Goias","GO","0.547292389718827020782"
"Guarabira","PB","0.5472859862713124323359"
"Jardinopolis","SP","0.5472855820196136678289"
"Dumont","SP","0.5472805018684481280170"
"Igarassu","PE","0.5472748601281208039501"
"Porto do Mangue","RN","0.54724263705115589120751"
"Cafelandia","SP","0.54722599623654412082461"
"Belem do Piaui","PI","0.54716299808593190246"
"Teixeiropolis","RO","0.5471551220037876646476"
"Pedreiras","MA","0.547147647068465308395"
"Itaporanga","PB","0.5471385299785247021700"
"Sao Gabriel","BA","0.547117773731067175401"
"Teresopolis","RJ","0.5471072369904561599770"
"Tuneiras do Oeste","PR","0.547106866813297195559"
"Gongogi","BA","0.54706864745880528647188"
"Arandu","SP","0.54706585891571723231358"
"Medeiros","MG","0.5470206443129520052562"
"Gurupi","TO","0.547011149070318547702"
"Barra de Sao Miguel","PB","0.5469710072315927290284"
"Sao Pedro do Iguacu","PR","0.54696858936466122981408"
"Lafaiete Coutinho","BA","0.5469555045353607587910"
"Angical do Piaui","PI","0.54690569924271898027502"
"Campanha","MG","0.5468929559595977894594"
"Sao Francisco de Assis do Piaui","PI","0.546879678363100498906"
"Filadelfia","BA","0.5468610154218256773508"
"Nova Xavantina","MT","0.546854884901654820676"
"Sao Miguel dos Milagres","AL","0.546802163295050211328"
"Rio do Pires","BA","0.54678186246075524202798"
"Barra do Chapeu","SP","0.5467773313745959899227"
"Santa Amelia","PR","0.54676699044971385255"
"Serra Talhada","PE","0.5467459882158456322723"
"Guaranta do Norte","MT","0.546697233734231875186"
"Galia","SP","0.5465625337801318776210"
"Rubiataba","GO","0.5465063900102354413058"
"Campinas","SP","0.546481208259774928417"
"Miravania","MG","0.546466690490846319873"
"Morro Agudo de Goias","GO","0.546436832221031522879"
"Saude","BA","0.5464133378506255719949"
