"mun_name","uf","concentracao_maxima"
"Rio dos Bois","TO","0.71585098612125639153"
"Monte Formoso","MG","0.71581830632275736133"
"Maraba","PA","0.71567123020413982509"
"Wenceslau Braz","PR","0.71565561809464248489"
"Santana da Ponte Pensa","SP","0.71556886227544910180"
"Entre Rios do Sul","RS","0.71545623836126629423"
"Marilac","MG","0.71543560606060606061"
"Santana do Cariri","CE","0.71528842750973221659"
"Beneditinos","PI","0.71527847718803504885"
"Pinheiro Machado","RS","0.71526663099696807562"
"Conego Marinho","MG","0.71521348625120906453"
"Joao Costa","PI","0.71515151515151515152"
"Jurua","AM","0.71513684602494879911"
"Marmeleiro","PR","0.71511225709074900950"
"Guajara","AM","0.71501990589938472675"
"Morro do Pilar","MG","0.71496967762527928503"
"Bom Jesus do Tocantins","TO","0.71495789995047052997"
"Tutoia","MA","0.71483994302421470875"
"Santa Rita do Tocantins","TO","0.71473636773321315908"
"Morro da Garca","MG","0.71464122770634591456"
"Andradas","MG","0.71447241880995240796"
"Barra D'Alcantara","PI","0.71439299123904881101"
"Sao Joao do Araguaia","PA","0.71435889929742388759"
"Jau","SP","0.71419582462527247803"
"Girau do Ponciano","AL","0.71414326076117666611"
"Ibitiura de Minas","MG","0.71411589895988112927"
"Salto do Jacui","RS","0.71410369499166911693"
"Caldas","MG","0.71407469930365055919"
"Sao Joao da Lagoa","MG","0.71401907922024056408"
"Santa Helena","PR","0.71398870233798838851"
"Nova Colinas","MA","0.71380203146783509261"
"Guaramirim","SC","0.71377191667915480294"
"Sales Oliveira","SP","0.71369730961353080361"
"Aracoiaba","CE","0.71369310844127891050"
"Bombinhas","SC","0.71354457658232899673"
"Congonhas do Norte","MG","0.71351687021320637549"
"Uniao","PI","0.71348034432663327479"
"Presidente Juscelino","MG","0.71341991341991341991"
"Japura","PR","0.71336395450568678915"
"Cafeara","PR","0.71336124857251617815"
"Boa Esperanca do Iguacu","PR","0.71323828920570264766"
"Fonte Boa","AM","0.71296045765528970662"
"Parnarama","MA","0.71296000000000000000"
"Francisco Beltrao","PR","0.71290836488527507086"
"Sao Francisco do Maranhao","MA","0.71286472148541114058"
"Crisolita","MG","0.71263057929724596391"
"Vigia","PA","0.71262197041233868429"
"Palmeirandia","MA","0.71261693337765325989"
"Olho d'agua do Casado","AL","0.71254042400287459576"
"Sitio do Quinto","BA","0.71251607662627766872"
"Uarini","AM","0.71249393666412584021"
"Conceicao da Aparecida","MG","0.71237103461575547199"
"Comercinho","MG","0.71231231231231231231"
"Arapua","MG","0.71227670087419232231"
"Mucajai","RR","0.71224095053882287925"
"Ibira","SP","0.71223267750213857998"
"Serrita","PE","0.71219860493216894601"
"Itaitinga","CE","0.71218870843000773395"
"Herval d'Oeste","SC","0.71206960044190756767"
"Itaguatins","TO","0.71171693735498839907"
"Guaribas","PI","0.71164639850327408793"
"Mazagao","AP","0.71164021164021164021"
"Cristina","MG","0.71158665895508000771"
"Breu Branco","PA","0.71154182709135456773"
"Oliveira dos Brejinhos","BA","0.71151339608979000724"
"Paraipaba","CE","0.71150980879066302458"
"Macambira","SE","0.71146534074290728283"
"Bom Sucesso do Sul","PR","0.71143035602748282324"
"Campo Largo do Piaui","PI","0.71141663296940288449"
"Formoso","MG","0.71141024028179645238"
"Virmond","PR","0.71136184728417738126"
"Luzilandia","PI","0.71133004926108374384"
"Quitandinha","PR","0.71121861071855636482"
"Pranchita","PR","0.71117308697925745163"
"Barreiras do Piaui","PI","0.71109068627450980392"
"Padre Paraiso","MG","0.71103034498673127957"
"Porto Grande","AP","0.71100403406544150605"
"Senador Rui Palmeira","AL","0.71096480533203283752"
"Matoes do Norte","MA","0.71076181734740706746"
"Satubinha","MA","0.71072404371584699454"
"Sao Joao do Triunfo","PR","0.71062217689057263587"
"Roque Gonzales","RS","0.71061435523114355231"
"Gilbues","PI","0.71052148365773044436"
"Bela Vista da Caroba","PR","0.71049367402629620442"
"Heliodora","MG","0.71046625366807955657"
"Alto Alegre do Pindare","MA","0.71046285492026448853"
"obidos","PA","0.71044821842271534971"
"Paraiso","SP","0.71044433513690768979"
"Santa Fe de Minas","MG","0.71039182282793867121"
"Botumirim","MG","0.71036269430051813472"
"Dois Vizinhos","PR","0.71035681651028549778"
"Chapada da Natividade","TO","0.71029836381135707411"
"Rondon do Para","PA","0.71025346706057241782"
"Tapiramuta","BA","0.71007712732330256670"
"Muitos Capoes","RS","0.70996873914553664467"
"Uniao da Vitoria","PR","0.70991950284374829648"
"Santa Luzia do Parua","MA","0.70991895338791294689"
"Franciscopolis","MG","0.70977353992848629321"
"Alto Alegre do Maranhao","MA","0.70958083832335329341"
"Santa Rita do Passa Quatro","SP","0.70953972536544114686"
"Sao Jose do Jacuri","MG","0.70953687268032919154"
"Benevides","PA","0.70920446143439205877"
"Abaetetuba","PA","0.70920044504007889347"
"Rosario Oeste","MT","0.70905325826700317091"
"Umburatiba","MG","0.70901639344262295082"
"Jose Raydan","MG","0.70899718837863167760"
"TomeAcu","PA","0.70892949618998298439"
"Bonfim do Piaui","PI","0.70877727042110603754"
"Buriti do Tocantins","TO","0.70864461045891141942"
"Monsenhor Gil","PI","0.70853242320819112628"
"Sao Pedro","SP","0.70846403178586365537"
"Ibiapina","CE","0.70828291258084706864"
"Capanema","PA","0.70827059124357189533"
"Tupirama","TO","0.70822420115243583028"
"Nova Redencao","BA","0.70814539665693817989"
"Monte Alto","SP","0.70807583974439820070"
"Bela Cruz","CE","0.70794813119755911518"
"Capitao de Campos","PI","0.70792792792792792793"
"Nova Resende","MG","0.70787819613107951425"
"Cambui","MG","0.70784804983748645720"
"Estiva Gerbi","SP","0.70774679061531651173"
"Sao Roberto","MA","0.70774647887323943662"
"Candido Mota","SP","0.70769805426330265883"
"Nhandeara","SP","0.70767356881851400731"
"Bacabeira","MA","0.70765059530826358600"
"Pirangi","SP","0.70748736793752870923"
"Sao Joao Batista","MA","0.70734469370146678171"
"Pindoretama","CE","0.70719507502885725279"
"Neves Paulista","SP","0.70718630786679039076"
"Americana","SP","0.70712358792783678975"
"Lagoa Grande do Maranhao","MA","0.70677416527911664184"
"Santa Rita","MA","0.70660186310247063588"
"Ribeirao Grande","SP","0.70657718120805369128"
"Santa Quiteria","CE","0.70631859243958888087"
"Ametista do Sul","RS","0.70614379084967320261"
"Tatui","SP","0.70603992189895273596"
"Assis","SP","0.70599256476249642537"
"Sao Domingos do Araguaia","PA","0.70590745306277261521"
"Pedranopolis","SP","0.70577682095443128812"
"Monte Azul Paulista","SP","0.70574623987659082144"
"Itabera","SP","0.70544403047322471223"
"Bonito","BA","0.70544054531683918202"
"Coroaci","MG","0.70543917677324513047"
"Ivai","PR","0.70534431929851084738"
"Salgado Filho","PR","0.70527607361963190184"
"Poco das Trincheiras","AL","0.70514459178782553124"
"Buritirana","MA","0.70506270320483046911"
"Mata Verde","MG","0.70500438981562774363"
"Capela do Alto","SP","0.70497682148167585061"
"Andre da Rocha","RS","0.70484581497797356828"
"Itajuba","MG","0.70466193203184597037"
"Uruburetama","CE","0.70459160929218881569"
"Rubelita","MG","0.70452544462053178376"
"Dom Joaquim","MG","0.70442947540314349867"
"Croata","CE","0.70436473885933299010"
"Quixeramobim","CE","0.70422380958175645254"
"Tejupa","SP","0.70390113884177368549"
"Doutor Ulysses","PR","0.70387923468492188871"
"Brejo Grande do Araguaia","PA","0.70381836945304437564"
"Tres Barras do Parana","PR","0.70372698697799730579"
"Itapaje","CE","0.70372205229828113557"
"Urubici","SC","0.70371054088979139745"
"Eneas Marques","PR","0.70361726954492415403"
"Piripa","BA","0.70356206293706293706"
"Magalhaes de Almeida","MA","0.70355616716158470341"
"Chapada Gaucha","MG","0.70352084176446782679"
"Bage","RS","0.70345435737421356984"
"Augusto de Lima","MG","0.70339356544733362715"
"Mandirituba","PR","0.70337840300302489158"
"Riacho de Santo Antonio","PB","0.70332480818414322251"
"Icarai de Minas","MG","0.70328744029221691486"
"Pitanga","PR","0.70316084249411624512"
"Sebastiao Laranjeiras","BA","0.70309829059829059829"
"Centro Novo do Maranhao","MA","0.70307985492100571710"
"Xanxere","SC","0.70302478345960819269"
"Cafarnaum","BA","0.70302301614565441429"
"Guarani de Goias","GO","0.70281517747858017136"
"Lajeado","TO","0.70271075364909145070"
"Rio Real","BA","0.70267518805497426616"
"Aroeiras do Itaim","PI","0.70260223048327137546"
"Lagoa do Piaui","PI","0.70249480249480249480"
"Joaquim Felicio","MG","0.70238713025428126622"
"Liberato Salzano","RS","0.70236352227567454507"
"Altamira do Maranhao","MA","0.70218706375058166589"
"Catuji","MG","0.70199146514935988620"
"Itiuba","BA","0.70175956542276806802"
"Ecoporanga","ES","0.70175518370316478720"
"Loreto","MA","0.70173320686384409761"
"Canutama","AM","0.70164206532693105697"
"Nova Prata do Iguacu","PR","0.70155130325222458461"
"Carvalhos","MG","0.70149253731343283582"
"Pedralva","MG","0.70148698884758364312"
"Guimaraes","MA","0.70145772594752186589"
"aguas Formosas","MG","0.70143104943625325239"
"Laranjal do Jari","AP","0.70140115053824685311"
"Mulungu","CE","0.70139086006244677831"
"Sao Miguel das Missoes","RS","0.70124716553287981859"
"Inhapi","AL","0.70119338036526669744"
"Engenheiro Navarro","MG","0.70113314447592067989"
"Rio das Antas","SC","0.70094354709739325124"
"Ouro Fino","MG","0.70090982738206518352"
"Balsa Nova","PR","0.70085852930197835013"
"Barra Bonita","SP","0.70078029464857625342"
"Junco do Maranhao","MA","0.70073843762145355616"
"Banabuiu","CE","0.70066879906949694679"
"Realeza","PR","0.70062866940302384787"
"Soure","PA","0.70062799537266567510"
"Joaima","MG","0.70053283410138248848"
"Corbelia","PR","0.70051516886090440756"
"Araioses","MA","0.70050189490935163372"
"Novo Cruzeiro","MG","0.70024096385542168675"
"Capinzal","SC","0.70005147121901003689"
"Mirador","MA","0.70000000000000000000"
"Cristalandia do Piaui","PI","0.69997281131049483415"
"Aparecida do Rio Negro","TO","0.69995881383855024712"
"Feira Nova","SE","0.69991631799163179916"
"Santana","AP","0.69990150346596294300"
"Tenente Portela","RS","0.69986893840104849279"
"Eliseu Martins","PI","0.69979437971213159698"
"Elesbao Veloso","PI","0.69941941647681340487"
"Cedral","MA","0.69935344827586206897"
"Jaboti","PR","0.69928137092316196794"
"Palma Sola","SC","0.69927679158448389218"
"Taubate","SP","0.69894670446902384316"
"Sao Joao","PR","0.69888944977284199899"
"Itape","BA","0.69886858137510879025"
"Sao Valerio","TO","0.69877883310719131615"
"Sao Luis do Curu","CE","0.69866937719460358529"
"Aracoiaba da Serra","SP","0.69864069290756095306"
"Picarra","PA","0.69856608478802992519"
"Tamboril","CE","0.69840822083417287931"
"Medicilandia","PA","0.69830958883885731158"
"Flores do Piaui","PI","0.69823289533303126416"
"Senador Jose Porfirio","PA","0.69821934798015591779"
"Descalvado","SP","0.69819876558760549188"
"Bocaina do Sul","SC","0.69815078236130867710"
"Ruy Barbosa","RN","0.69806612601372426700"
"Sao Pedro do Turvo","SP","0.69793543023416932243"
"Jose Goncalves de Minas","MG","0.69790879314688838498"
"Jurema","PI","0.69785310734463276836"
"Centro do Guilherme","MA","0.69777993842164965160"
"Trindade","PE","0.69756934138056132713"
"Itapetininga","SP","0.69743329742062234616"
"Jundiai","SP","0.69741957172606893626"
"Jacui","MG","0.69739826551034022682"
"Sao Jose dos Basilios","MA","0.69728331177231565330"
"Gentil","RS","0.69724770642201834862"
"Ribeirao do Largo","BA","0.69722792607802874743"
"Rorainopolis","RR","0.69721567065886605201"
"Esperantinopolis","MA","0.69706733657364425755"
"Turiacu","MA","0.69699394521351791097"
"Zortea","SC","0.69694656488549618321"
"Santa Brigida","BA","0.69689274974941530237"
"Campos Lindos","TO","0.69686813821795908933"
"Canavieira","PI","0.69683655536028119508"
"Pouso Alto","MG","0.69661894608589704539"
"Santa Filomena","PE","0.69659672889476292747"
"Botucatu","SP","0.69653129413385691158"
"Itajai","SC","0.69642573110045672476"
"Caninde","CE","0.69640305228247094669"
"Santa Luz","PI","0.69640179910044977511"
"Indiaroba","SE","0.69629584869176385280"
"Utinga","BA","0.69619708791546353751"
"Uruguaiana","RS","0.69612661035747803088"
"Botupora","BA","0.69611756168359941945"
"Una","BA","0.69610060118029893552"
"Marituba","PA","0.69605939974057342219"
"Joanopolis","SP","0.69605930550136558720"
"Sao Pedro da agua Branca","MA","0.69605244804017296694"
"Santa Filomena do Maranhao","MA","0.69598327609377333134"
"Crixas do Tocantins","TO","0.69591836734693877551"
"Pacajus","CE","0.69589901807475029232"
"Campestre do Maranhao","MA","0.69587838387122998130"
"Campo Largo","PR","0.69587095733053613738"
"Pinhalao","PR","0.69585744745659457813"
"Serra Dourada","BA","0.69582796202976678777"
"Manoel Emidio","PI","0.69571894797465924362"
"Sao Jorge d'Oeste","PR","0.69567071870334826189"
"Pocao de Pedras","MA","0.69564710681195734514"
"Sao Pedro do Piaui","PI","0.69560159941839331152"
"Manaus","AM","0.69559124461098547310"
"Monteiropolis","AL","0.69557349665924276169"
"Nina Rodrigues","MA","0.69547121896162528217"
"Castelo do Piaui","PI","0.69545831605143094152"
"Piratininga","SP","0.69539316918189038920"
"Capao Bonito do Sul","RS","0.69532602423542989036"
"Traipu","AL","0.69531084235094419690"
"Mocajuba","PA","0.69527171115523200235"
"Sarapui","SP","0.69514900183238499373"
"Juazeiro do Piaui","PI","0.69485999232834675873"
"Piranhas","AL","0.69476757043655181565"
"Inimutaba","MG","0.69474969474969474969"
"Guaratinga","BA","0.69462963935114704184"
"Taguatinga","TO","0.69459710227678252801"
"Vacaria","RS","0.69459632070034425285"
"Lages","SC","0.69437692825234420933"
"Beberibe","CE","0.69435553714651504311"
"Novo Horizonte","SP","0.69429078384302264899"
"Frei Paulo","SE","0.69428768066070199587"
"Itapeva","SP","0.69425374465049928673"
"Ibirataia","BA","0.69423158790974882929"
"Maracacume","MA","0.69421722067237221618"
"Itambe do Mato Dentro","MG","0.69421101774042950514"
"Sao Pedro do Suacui","MG","0.69410150891632373114"
"Pavao","MG","0.69404747110724493600"
"Abel Figueiredo","PA","0.69393741851368970013"
"Sao Bras","AL","0.69366895499618611747"
"Potirendaba","SP","0.69355536332179930796"
"Goianesia do Para","PA","0.69338441696381154692"
"Ananas","TO","0.69336561743341404358"
"Kalore","PR","0.69336534264513312964"
"Novo Repartimento","PA","0.69334123690970163999"
"Baixa Grande","BA","0.69324917672886937431"
"Sao Sebastiao da Vargem Alegre","MG","0.69322197237391583681"
"Tomazina","PR","0.69321148825065274151"
"Corrente","PI","0.69319598211012537576"
"Vere","PR","0.69314170448814926878"
"Porangaba","SP","0.69313941249641182662"
"Condeuba","BA","0.69313317304873042866"
"Estreito","MA","0.69297771370216855890"
"Serra do Navio","AP","0.69291675583137170982"
"Nova Esperanca do Sudoeste","PR","0.69287118098981597284"
"Pedro Afonso","TO","0.69277837068658840270"
"Paracuru","CE","0.69271421241662390970"
"Ruropolis","PA","0.69255500573121977131"
"aguas de Chapeco","SC","0.69251159708416169649"
"Itacambira","MG","0.69238005644402634055"
"Barauna","PB","0.69235615287694246115"
"Taipas do Tocantins","TO","0.69223156853043047996"
"Caracarai","RR","0.69222694087894259675"
"Jales","SP","0.69222568476299819583"
"Elisiario","SP","0.69216061185468451243"
"Tiangua","CE","0.69214536353151915196"
"Cidelandia","MA","0.69211057617642491070"
"Sao Romao","MG","0.69209888511875908871"
"Flor do Sertao","SC","0.69209197980931015143"
"Damianopolis","GO","0.69204244031830238727"
"Paes Landim","PI","0.69202544031311154599"
"Tiete","SP","0.69195231394206515679"
"Colonia do Gurgueia","PI","0.69186991869918699187"
"Wall Ferraz","PI","0.69179600886917960089"
"Trairao","PA","0.69170712504920614093"
"Maria da Fe","MG","0.69165438337895697340"
"Mortugaba","BA","0.69164497891052678812"
"Sao Jose do Belmonte","PE","0.69147317969176018139"
"Apuiares","CE","0.69144492574257425743"
"Tailandia","PA","0.69141848178444815361"
"Curral Novo do Piaui","PI","0.69130691898285038439"
"Nova Olinda","CE","0.69127865445808169362"
"Tesouro","MT","0.69123966942148760331"
"Catanduva","SP","0.69121088858374139614"
"Campinas do Piaui","PI","0.69117051437829080599"
"Tijucas do Sul","PR","0.69116395210260484649"
"Sao Vicente Ferrer","MA","0.69114781003179813314"
"Malhador","SE","0.69114714298101101188"
"Otacilio Costa","SC","0.69108133086876155268"
"Jatoba","MA","0.69107214562976843796"
"Chapeco","SC","0.69101399218949310203"
"Bossoroca","RS","0.69100169779286926995"
"Pindorama do Tocantins","TO","0.69093345243412237606"
"Santo Antonio dos Lopes","MA","0.69092561521252796421"
"Nova Ipixuna","PA","0.69086348978860623432"
"Coroata","MA","0.69074639895242252292"
"Forquilha","CE","0.69072932610764075622"
"Braganca Paulista","SP","0.69070928844924806715"
"Materlandia","MG","0.69063840524854907898"
"Pacatuba","SE","0.69060950247960326348"
"Veredinha","MG","0.69060027021810461301"
"Mato Grosso","PB","0.69052300432559968541"
"Madalena","CE","0.69045928030303030303"
"Ipaporanga","CE","0.69045356371490280778"
"Esperantina","PI","0.69033439101781791555"
"Novo Itacolomi","PR","0.69024000000000000000"
"Gramado dos Loureiros","RS","0.69016881827209533267"
"Fortuna","MA","0.68991517436380772856"
"Baixio","CE","0.68986676016830294530"
"Concordia do Para","PA","0.68981808712473494290"
"Garuva","SC","0.68978161229441898086"
"Jacuizinho","RS","0.68970588235294117647"
"Irani","SC","0.68965179009318293281"
"Palestina do Para","PA","0.68961510530137981118"
"Pocone","MT","0.68956017554537591697"
"Carmo do Rio Claro","MG","0.68941490884795265820"
"Abaiara","CE","0.68938035465232117952"
"Brejo do Piaui","PI","0.68929303278688524590"
"Caracol","PI","0.68918395037798022873"
"Vargem Grande do Sul","SP","0.68918346497894500785"
"Nazare do Piaui","PI","0.68912228057014253563"
"Vargem","SP","0.68902207001522070015"
"Reboucas","PR","0.68878324376464103624"
"Sardoa","MG","0.68867554858934169279"
"Neopolis","SE","0.68854255448678923658"
"Caxingo","PI","0.68850072780203784571"
"Natividade da Serra","SP","0.68838405486498071153"
"Feira Nova do Maranhao","MA","0.68836978131212723658"
"Embauba","SP","0.68833405079638398622"
"Bandeira","MG","0.68825142375026365746"
"Ponto Novo","BA","0.68809231798416768871"
"Piloezinhos","PB","0.68793394633139425783"
"Aveiro","PA","0.68786221979223619464"
"Umbauba","SE","0.68783710331563323159"
"Rio Grande do Piaui","PI","0.68781244612997759007"
"Catuti","MG","0.68769782654568474362"
"Serro","MG","0.68754555393586005831"
"Jijoca de Jericoacoara","CE","0.68753668558012130698"
"Sao Jose da Coroa Grande","PE","0.68749003984063745020"
"Planalto Alegre","SC","0.68737270875763747454"
"Campina do Monte Alegre","SP","0.68726906281491434330"
"Pindorama","SP","0.68711318938247833861"
"Sucupira do Riachao","MA","0.68706118355065195587"
"Placido de Castro","AC","0.68701690821256038647"
"Castanhal","PA","0.68699546438082556591"
"Porto Xavier","RS","0.68695914670959951701"
"Teixeira Soares","PR","0.68691735623756153766"
"Cruzeiro do Iguacu","PR","0.68691023469634647955"
"Canto do Buriti","PI","0.68690937257939581720"
"Vicente Dutra","RS","0.68681672025723472669"
"Santo Antonio da Platina","PR","0.68680835718632378462"
"Buritinopolis","GO","0.68680445151033386328"
"Palmeirante","TO","0.68674447686536056690"
"Cassia dos Coqueiros","SP","0.68667381207574133619"
"Sao Joao do Soter","MA","0.68665995618449878619"
"Santa Maria do Suacui","MG","0.68665936815764779481"
"Presidente Kennedy","TO","0.68657696094519199212"
"Alagoa","MG","0.68643142961076755184"
"Curionopolis","PA","0.68636591478696741855"
"Frei Inocencio","MG","0.68636032093362509117"
"Medianeira","PR","0.68623664220419724475"
"Ribeira do Amparo","BA","0.68622209377935120295"
"Sao Domingos","BA","0.68620935200569665322"
"Sao Miguel da Baixa Grande","PI","0.68620537681798148964"
"Tupassi","PR","0.68614584623003590442"
"Salto do Itarare","PR","0.68605546995377503852"
"Governador Edison Lobao","MA","0.68600293302916734561"
"Ibirarema","SP","0.68598277212216131558"
"Poco Redondo","SE","0.68596548939860641766"
"Olho d'agua das Flores","AL","0.68596279294515583474"
"Manaira","PB","0.68593061146252635614"
"Riachinho","TO","0.68585858585858585859"
"Riversul","SP","0.68583675656367208430"
"Vargeao","SC","0.68574573472757292240"
"Ferreira Gomes","AP","0.68571857185718571857"
"Viamao","RS","0.68564824730491896909"
"Jaquirana","RS","0.68563685636856368564"
"Alto Longa","PI","0.68558498404926181467"
"Santa Efigenia de Minas","MG","0.68556573409259717752"
"Boquim","SE","0.68554148400714401689"
"Araua","SE","0.68550106609808102345"
"Itapoa","SC","0.68543089430894308943"
"Soledade de Minas","MG","0.68537324069125244967"
"Hugo Napoleao","PI","0.68533257532689027857"
"Angelandia","MG","0.68489245918631769889"
"Deputado Irapuan Pinheiro","CE","0.68484102104791759964"
"Solonopole","CE","0.68480114417734748886"
"Sao Sebastiao da Grama","SP","0.68460875395077099895"
"Iepe","SP","0.68460427877674235464"
"Sao Vicente do Serido","PB","0.68457875813817899135"
"Sao Francisco","SP","0.68447348193697156034"
"Belo Monte","AL","0.68446765498652291105"
"Moreilandia","PE","0.68444022770398481973"
"Juarina","TO","0.68435131520285332144"
"Bom Principio do Piaui","PI","0.68435060326472675656"
"Turiuba","SP","0.68426842684268426843"
"Itabela","BA","0.68421800106515178413"
"Calcoene","AP","0.68413117225782133434"
"Santa Helena","MA","0.68398257982242968167"
"Porto Franco","MA","0.68397272308915198929"
"Ocara","CE","0.68395051647409463928"
"Votorantim","SP","0.68392704986593497651"
"Sagrada Familia","RS","0.68387096774193548387"
"Sao Mateus do Maranhao","MA","0.68384454917716139998"
"Santana de Pirapama","MG","0.68378378378378378378"
"Sao Jose do Divino","PI","0.68374302829993802933"
"Itapiuna","CE","0.68370607028753993610"
"Senador Amaral","MG","0.68369320012890750886"
"Pedrinhas Paulista","SP","0.68366619115549215407"
"Sao Felix do Xingu","PA","0.68363447369225595402"
"Chapada de Areia","TO","0.68354430379746835443"
"Alegrete","RS","0.68349238354348216382"
"Vitoria do Xingu","PA","0.68347536361888896008"
"Carire","CE","0.68347323049001814882"
"Barbalha","CE","0.68347260538696306958"
"Barra do Ouro","TO","0.68342269883824843610"
"Algodao de Jandaira","PB","0.68337284117846258043"
"Couto Magalhaes","TO","0.68336147064340649034"
"Itapua do Oeste","RO","0.68331773514272344408"
"Muribeca","SE","0.68320122730759396574"
"Jose Bonifacio","SP","0.68318183058990527666"
"Magda","SP","0.68309636650868878357"
"Timon","MA","0.68305390766056229043"
"Lago dos Rodrigues","MA","0.68303265585750171272"
"Quatro Irmaos","RS","0.68298969072164948454"
"Aricanduva","MG","0.68298368298368298368"
"Delfim Moreira","MG","0.68297283702213279678"
"Vinhedo","SP","0.68296315651946694539"
"Acarau","CE","0.68293392988477568031"
"Codo","MA","0.68287901990811638591"
"Itaituba","PA","0.68282595650128939131"
"Cha de Alegria","PE","0.68260936537276648182"
"Porto Rico do Maranhao","MA","0.68256634195498824320"
"Bernardo do Mearim","MA","0.68253424657534246575"
"Jundia","AL","0.68230694037145650049"
"Barro Duro","PI","0.68222891566265060241"
"Cantagalo","MG","0.68218419728233517866"
"Tapaua","AM","0.68212663911424052248"
"Sao Joao Evangelista","MG","0.68207639569049951028"
"Abdon Batista","SC","0.68206312548113933795"
"Sao Domingos","GO","0.68201009164864586551"
"Passa Tempo","MG","0.68193083913607931075"
"Hulha Negra","RS","0.68189424364123159304"
"Carneiros","AL","0.68185353928214246027"
"Capinzal do Norte","MA","0.68181818181818181818"
"Baldim","MG","0.68179391350774159103"
"Caldeirao Grande","BA","0.68172782874617737003"
"Canaa dos Carajas","PA","0.68171616134096187029"
"Iuiu","BA","0.68168735384061881633"
"Balsas","MA","0.68168463254296579441"
"Jenipapo de Minas","MG","0.68147540983606557377"
"Jardim do Mulato","PI","0.68133971291866028708"
"Marco","CE","0.68130547695647118105"
"Candido Mendes","MA","0.68116596427854706000"
"Alambari","SP","0.68115942028985507246"
"Piracuruca","PI","0.68109963253137350066"
"Cajueiro da Praia","PI","0.68103556616815382682"
"Silvianopolis","MG","0.68101634568700436964"
"Erval Seco","RS","0.68100780904670693974"
"Delmiro Gouveia","AL","0.68098912662223781129"
"Eldorado do Carajas","PA","0.68097332576617480136"
"Ninheira","MG","0.68095957687948621080"
"Joselandia","MA","0.68091664433127847762"
"Pirassununga","SP","0.68083486300904208308"
"Itapicuru","BA","0.68082957164051895578"
"Itupiranga","PA","0.68070908871648510673"
"Ilha Grande","PI","0.68061246495579038171"
"Novorizonte","MG","0.68059505578647998250"
"Paragominas","PA","0.68047370914258645192"
"Americo de Campos","SP","0.68040885860306643952"
"Pecanha","MG","0.68038518858190989339"
"Lajes Pintadas","RN","0.68038437434719030708"
"Tuntum","MA","0.68020192546412512758"
"Ipixuna","AM","0.68018592406729464029"
"Aurora do Tocantins","TO","0.68013165769000598444"
"Fatima","TO","0.68012691087395442746"
"Cerro Grande","RS","0.68011769651113913409"
"Riacho dos Machados","MG","0.68010507080858839653"
"Cansancao","BA","0.68009295120061967467"
"Olinda Nova do Maranhao","MA","0.68004713854312440156"
"PindareMirim","MA","0.68004072671736294505"
"Nuporanga","SP","0.68001623596265728589"
"Palhano","CE","0.67986304301305371282"
"Candiota","RS","0.67983193277310924370"
"Prata do Piaui","PI","0.67981591058514135437"
"Parauapebas","PA","0.67977792380411893845"
"Sao Felix do Tocantins","TO","0.67975322490185081324"
"Monte Castelo","SC","0.67967942088934850052"
"Fernandopolis","SP","0.67964206445087517208"
"Sao Jose do Rio Pardo","SP","0.67957092232544775405"
"Penaforte","CE","0.67955862683905483727"
"Guajeru","BA","0.67950310559006211180"
"Campo Novo","RS","0.67939698492462311558"
"Alegrete do Piaui","PI","0.67932671558049201554"
"Pote","MG","0.67927703790428801405"
"Pirapo","RS","0.67920353982300884956"
"Rubim","MG","0.67916100213633715285"
"Santa Terezinha do Tocantins","TO","0.67913549459684123026"
"Coronel Joao Sa","BA","0.67911585365853658537"
"Barra do Jacare","PR","0.67910447761194029851"
"Santa Luzia","BA","0.67897236614853195164"
"Frei Rogerio","SC","0.67897138116963915388"
"Frecheirinha","CE","0.67892955227693683337"
"Peritoro","MA","0.67889057082865374286"
"Aiuaba","CE","0.67881500426257459506"
"Itapiratins","TO","0.67878110148168856584"
"Santa Luzia do Itanhy","SE","0.67876028202115158637"
"Pio XII","MA","0.67874440281458466600"
"Sao Bento","MA","0.67871537881237202285"
"Rafael Jambeiro","BA","0.67866951480012206286"
"Chorozinho","CE","0.67837127411595496702"
"Caraubas do Piaui","PI","0.67833037300177619893"
"Lagoa do Tocantins","TO","0.67832764505119453925"
"Mirassol","SP","0.67830809795222381862"
"Sao Sebastiao do Umbuzeiro","PB","0.67825556572125648063"
"Capelinha","MG","0.67824155857265431787"
"Japonvar","MG","0.67823305032607358189"
"Salvaterra","PA","0.67818807244394711758"
"Quixada","CE","0.67817935557456515540"
"Nova Modica","MG","0.67813267813267813268"
"Felisburgo","MG","0.67807058098320234243"
"Uruara","PA","0.67806143532760916479"
"Maravilha","AL","0.67799454583595552759"
"Floresta do Araguaia","PA","0.67795284389317242150"
"Eirunepe","AM","0.67787157069641242086"
"Oliveira de Fatima","TO","0.67783505154639175258"
"Cerqueira Cesar","SP","0.67781452326610461596"
"Itaporanga d'Ajuda","SE","0.67780651535846095725"
"Marilandia do Sul","PR","0.67776881410625792325"
"Jaramataia","AL","0.67763289869608826479"
"Rio Pardo de Minas","MG","0.67758480421633476000"
"Buique","PE","0.67754381250359905561"
"Landri Sales","PI","0.67753692691348551698"
"Pilao Arcado","BA","0.67751788896116751987"
"Santana do Acarau","CE","0.67751730442732140525"
"Mathias Lobato","MG","0.67741935483870967742"
"Pentecoste","CE","0.67741253008224684632"
