"mun_name","uf","concentracao_maxima"
"Porteirinha","MG","0.63125701159249959934"
"Fatima","BA","0.63118189438390611903"
"Nossa Senhora Aparecida","SE","0.63117417677642980936"
"Nanuque","MG","0.63117187054055596781"
"Pedro Laurentino","PI","0.63100081366965012205"
"Nova Porteirinha","MG","0.63092752758723531166"
"Paco do Lumiar","MA","0.63092630610465315875"
"Laranjeiras","SE","0.63086548488008342023"
"Sao Simao","SP","0.63085850319892873084"
"Angico","TO","0.63073713490959666203"
"Novo Santo Antonio","PI","0.63070392642377078175"
"Presidente Janio Quadros","BA","0.63069487362332620236"
"Pirpirituba","PB","0.63062098501070663812"
"Vale do Paraiso","RO","0.63049853372434017595"
"Rio do Fogo","RN","0.63037387692010433775"
"Ouro Verde de Minas","MG","0.63036303630363036304"
"Pindobacu","BA","0.63035162186239060944"
"Nobres","MT","0.63032532920216886135"
"Ibipora","PR","0.63031219115167722807"
"Presidente Tancredo Neves","BA","0.63027331073772265090"
"Itatinga","SP","0.63025694808599895123"
"Dracena","SP","0.63025025289176232572"
"Felicio dos Santos","MG","0.63023572959283070329"
"Barra do Corda","MA","0.63017555481947664790"
"Serra dos Aimores","MG","0.63004032258064516129"
"Duartina","SP","0.63002920181700194679"
"Junqueiro","AL","0.62985736395198059146"
"Viradouro","SP","0.62983806132996439646"
"Inacio Martins","PR","0.62978283350568769390"
"Paulistania","SP","0.62966507177033492823"
"Goianorte","TO","0.62959054453355846349"
"Aguai","SP","0.62952107757545522574"
"Birigui","SP","0.62948923759655065180"
"Vale do Anari","RO","0.62942989214175654854"
"Santa Cruz do Piaui","PI","0.62939461498885268393"
"Wenceslau Guimaraes","BA","0.62936177167606439487"
"Anisio de Abreu","PI","0.62931859253747209525"
"Denise","MT","0.62931280296549757628"
"Porto Calvo","AL","0.62930497278883303560"
"Santa Maria do Oeste","PR","0.62925307026374068854"
"Paulinia","SP","0.62922822222423260990"
"Candeias","MG","0.62916934504678237269"
"Castro","PR","0.62909339719466301745"
"Galileia","MG","0.62905818064930890389"
"Flexeiras","AL","0.62902890413807444375"
"Cascavel","PR","0.62901988501685097874"
"Sao Domingos do Maranhao","MA","0.62901804078274666510"
"Itacarambi","MG","0.62900976290097629010"
"Berilo","MG","0.62894361897007938123"
"Sobradinho","BA","0.62893032384690873405"
"Ipigua","SP","0.62890105014051175862"
"Itaoca","SP","0.62887200467562828755"
"Oros","CE","0.62886912325285895807"
"Olho d'agua das Cunhas","MA","0.62877392711646855293"
"Salitre","CE","0.62856971081584801299"
"Sao Jose de Princesa","PB","0.62851288056206088993"
"Painel","SC","0.62844243792325056433"
"Aiuruoca","MG","0.62842932777153858495"
"Arceburgo","MG","0.62841887327013185137"
"Malhada dos Bois","SE","0.62838781782620843811"
"Cocalzinho de Goias","GO","0.62835785097537575951"
"Serranopolis de Minas","MG","0.62832461923164355535"
"Turvo","PR","0.62820602909142013913"
"Arataca","BA","0.62820135413600235502"
"Santana do Manhuacu","MG","0.62812952041838210749"
"Alto Santo","CE","0.62811727304839279407"
"Antonio Dias","MG","0.62805076472502440612"
"Serra Caiada","RN","0.62804938271604938272"
"Chapada do Norte","MG","0.62803521331140563026"
"Regeneracao","PI","0.62802778264168563591"
"Boraceia","SP","0.62799575821845174973"
"agua Preta","PE","0.62798080193492309437"
"Pedra Branca","PB","0.62770794330034768655"
"Matureia","PB","0.62770091714596611223"
"Piloes","RN","0.62765598650927487352"
"agua Fria de Goias","GO","0.62757367783609204683"
"Trombas","GO","0.62756410256410256410"
"Nova Iorque","MA","0.62754629629629629630"
"Calcado","PE","0.62751284593888037501"
"Palmeiras do Tocantins","TO","0.62746305418719211823"
"Tabatinga","SP","0.62746292910826731668"
"Iacu","BA","0.62742309099036859430"
"Tanque do Piaui","PI","0.62737478411053540587"
"Ubai","MG","0.62734882131875640588"
"Ribeira do Pombal","BA","0.62734678763192001481"
"Cachoeira Paulista","SP","0.62729692054239006463"
"Cacimbinhas","AL","0.62726578897157031101"
"Pastos Bons","MA","0.62706095096266354643"
"Vargem Bonita","SC","0.62696678321678321678"
"Capivari","SP","0.62690740592793800431"
"Capitolio","MG","0.62678227360308285164"
"Acrelandia","AC","0.62677412452749447258"
"Quixere","CE","0.62676056338028169014"
"Japaratinga","AL","0.62674910510901399284"
"Pedra do Indaia","MG","0.62670233463035019455"
"Santa Amelia","PR","0.62669416617560400707"
"Flores","PE","0.62667715142281417408"
"Caravelas","BA","0.62667638483965014577"
"Serra Nova Dourada","MT","0.62666666666666666667"
"Capim Branco","MG","0.62665291193847885211"
"Dolcinopolis","SP","0.62664250113275940190"
"Curral Velho","PB","0.62652705061082024433"
"Paraguacu","MG","0.62643281314735533766"
"Poloni","SP","0.62643061516452074392"
"Barra","BA","0.62637986377515070853"
"Santa Rita do Sapucai","MG","0.62635658914728682171"
"Confresa","MT","0.62634354953670705631"
"Itamari","BA","0.62629414267479790101"
"Redencao","PA","0.62626026613082234190"
"Lorena","SP","0.62623298568145660244"
"Teotonio Vilela","AL","0.62623183454655349118"
"Catarina","CE","0.62618373523381821732"
"Pirapora","MG","0.62617343452145451930"
"Sao Jose do Bonfim","PB","0.62615669339913633560"
"Nova Santa Rita","PI","0.62610402355250245339"
"Colinas","MA","0.62610378013691834507"
"Barra de Sao Francisco","ES","0.62595886865264247729"
"Ibimirim","PE","0.62595419847328244275"
"Coaraci","BA","0.62591588299774995673"
"Paranatama","PE","0.62578899909828674482"
"Biritinga","BA","0.62577578238478806285"
"Bela Vista do Piaui","PI","0.62576387191395746761"
"Passo de Camaragibe","AL","0.62568820631700956245"
"Matao","SP","0.62563739197550390343"
"Ipu","CE","0.62559333998685523721"
"Arapoema","TO","0.62558558558558558559"
"Conceicao do Caninde","PI","0.62550689375506893755"
"Crixas","GO","0.62543217111046000586"
"Guadalupe","PI","0.62541382667964946446"
"Brasil Novo","PA","0.62533376486770774334"
"Turvolandia","MG","0.62532928064842958460"
"Cumbe","SE","0.62526150627615062762"
"Mara Rosa","GO","0.62523364485981308411"
"Cuitegi","PB","0.62496285289747399703"
"Tambau","SP","0.62491252624212736179"
"Capetinga","MG","0.62480950929594635782"
"Cacimba de Areia","PB","0.62473412336675782437"
"Peixoto de Azevedo","MT","0.62450327077092376353"
"Formosa do Rio Preto","BA","0.62438704197073246071"
"Olindina","BA","0.62435381964388282596"
"Imaculada","PB","0.62432640492686682063"
"Araruna","PR","0.62430100103555402140"
"Araucaria","PR","0.62418735906531457281"
"Andarai","BA","0.62415902140672782875"
"Novo Progresso","PA","0.62411558356620488733"
"Itu","SP","0.62389443651925820257"
"Palmeirais","PI","0.62386911942098914355"
"Caicara do Norte","RN","0.62386778960750039727"
"Guaraciaba","MG","0.62380805905875115349"
"Esperantina","TO","0.62377158034528552457"
"Varzea da Roca","BA","0.62376811594202898551"
"Quebrangulo","AL","0.62373646209386281588"
"Sao Goncalo do Rio Preto","MG","0.62368073878627968338"
"Brotas de Macaubas","BA","0.62362940926476838079"
"Lavras da Mangabeira","CE","0.62362833582234919810"
"Almirante Tamandare","PR","0.62358439390778218235"
"Florai","PR","0.62353923205342237062"
"Alpercata","MG","0.62349703027669129364"
"Cruzmaltina","PR","0.62344398340248962656"
"Almenara","MG","0.62342681597463085918"
"Tavares","PB","0.62336004538685199631"
"Touros","RN","0.62333888300287573785"
"Graca","CE","0.62328816752409245707"
"Bofete","SP","0.62323135755258126195"
"Oroco","PE","0.62322779695878939249"
"Guaraniacu","PR","0.62322533673097925009"
"Condado","PE","0.62321552039695774190"
"Santana do Serido","RN","0.62314540059347181009"
"Ivaipora","PR","0.62310513447432762836"
"Granjeiro","CE","0.62280520553604627143"
"Sao Luis do Piaui","PI","0.62278042442615851018"
"Urupema","SC","0.62274096385542168675"
"Jardim do Serido","RN","0.62273702273702273702"
"Barra do Mendes","BA","0.62272333044232437121"
"Campo Alegre","AL","0.62262505450694574223"
"Sao Sebastiao do Anta","MG","0.62253793994187923797"
"Sao Francisco de Goias","GO","0.62229539040451552211"
"Jandaira","RN","0.62221883572081682414"
"Mariopolis","PR","0.62219431800345314707"
"Jaguaribe","CE","0.62219059479333451936"
"Paripueira","AL","0.62204553668232743043"
"Catigua","SP","0.62201913465657575325"
"Espirito Santo do Dourado","MG","0.62199364695204961428"
"Penedo","AL","0.62196078431372549020"
"Virgem da Lapa","MG","0.62190782785496441884"
"Santa Cruz da Vitoria","BA","0.62187566759239478744"
"Barra de Sao Miguel","AL","0.62185297079556898288"
"Remigio","PB","0.62180598266703941851"
"Capela Nova","MG","0.62173314993122420908"
"Russas","CE","0.62165423431329530496"
"Milagres","BA","0.62162406286694968838"
"Miracema do Tocantins","TO","0.62162016589464612733"
"Santo Antonio do Monte","MG","0.62154240703425535812"
"Itapui","SP","0.62149498499158064280"
"Bom Jesus da Serra","BA","0.62147995889003083248"
"Mairi","BA","0.62147787710761570669"
"Mambore","PR","0.62139458816532857568"
"Japoata","SE","0.62139181024837771313"
"Envira","AM","0.62137786570464331433"
"Juscimeira","MT","0.62134146341463414634"
"Boa Vista","RR","0.62130761380070909293"
"Abadia de Goias","GO","0.62128816394813885404"
"Teixeira","PB","0.62128357596883329916"
"Fagundes","PB","0.62123269074124355145"
"Wanderley","BA","0.62122146822948797039"
"XiqueXique","BA","0.62119891860491096365"
"Engenho Velho","RS","0.62114197530864197531"
"Riachuelo","RN","0.62105832994992556503"
"Piquete","SP","0.62105684547638110488"
"Manfrinopolis","PR","0.62093862815884476534"
"Lagoa de Itaenga","PE","0.62084933957796137452"
"Lavrinhas","SP","0.62069446381257844094"
"Poxoreu","MT","0.62066743976291714985"
"Toledo","PR","0.62039609224430118961"
"Formoso","GO","0.62038626609442060086"
"Seabra","BA","0.62025563258232235702"
"Paudalho","PE","0.62020647666107826701"
"Jaguaruana","CE","0.62007507649600958960"
"Sao Jose de Ribamar","MA","0.62007367762563425315"
"Ielmo Marinho","RN","0.62006026689625484288"
"Alvorada do Norte","GO","0.62005683163627752782"
"Sao Jose do Barreiro","SP","0.62003633532312483779"
"Santa Barbara","BA","0.62003627338678885071"
"Sao Miguel de Taipu","PB","0.62001132182281347297"
"Amparo","PB","0.61996418979409131603"
"Taiobeiras","MG","0.61984871406959152799"
"Itambaraca","PR","0.61983750846310088016"
"Ubirajara","SP","0.61983632112236944661"
"Vale de Sao Domingos","MT","0.61983471074380165289"
"Governador Jorge Teixeira","RO","0.61967254093238345207"
"Cujubim","RO","0.61965955728991455292"
"Porto Ferreira","SP","0.61965089555357176774"
"Sao Salvador do Tocantins","TO","0.61928721174004192872"
"Bonopolis","GO","0.61927856926341315550"
"Hidrolandia","CE","0.61921030523662839541"
"Mulungu","PB","0.61915595495393015584"
"Curral de Cima","PB","0.61914731633041492196"
"Barreiros","PE","0.61912714040028912540"
"Alto Paraiso","RO","0.61911764705882352941"
"Nova Canaa Paulista","SP","0.61909448818897637795"
"Cerro Azul","PR","0.61906532787901326391"
"Gameleiras","MG","0.61902774880033382015"
"Padre Bernardo","GO","0.61901221151371292933"
"Prudente de Morais","MG","0.61896040467469038898"
"Princesa Isabel","PB","0.61892583120204603581"
"Sirinhaem","PE","0.61889562719438238110"
"Gabriel Monteiro","SP","0.61889250814332247557"
"Santa Tereza de Goias","GO","0.61888855147282113574"
"Terra Roxa","SP","0.61880060728744939271"
"Borrazopolis","PR","0.61874595992243051067"
"Sabino","SP","0.61874021909233176839"
"Joanesia","MG","0.61861861861861861862"
"Bom Jesus do Sul","PR","0.61859296482412060302"
"Sao Joao","PE","0.61857616310777362923"
"Datas","MG","0.61848124428179322964"
"Sao Jose do Rio Claro","MT","0.61846958621152169539"
"Lourdes","SP","0.61846153846153846154"
"Belem","PA","0.61846029202019636291"
"Cumari","GO","0.61838059446532285617"
"Boa Vista da Aparecida","PR","0.61837455830388692580"
"Itanhem","BA","0.61836860719699096166"
"Jau do Tocantins","TO","0.61817636472705458908"
"Santa Rita de Jacutinga","MG","0.61808622502628811777"
"Sao Joaquim","SC","0.61806546127452870195"
"Inga","PB","0.61796292109427990052"
"Lajedao","BA","0.61794538361508452536"
"Cajueiro","AL","0.61788567149276085871"
"Aguiar","PB","0.61782930241854887068"
"Bom Jardim da Serra","SC","0.61773472429210134128"
"Abatia","PR","0.61773235740919762464"
"Indiavai","MT","0.61771351107094441934"
"Sao Joao do Manteninha","MG","0.61770774713937347590"
"Monsenhor Hipolito","PI","0.61765870397254850205"
"Caraubas","PB","0.61764705882352941176"
"Leme do Prado","MG","0.61759963142133149044"
"Tanque d'Arca","AL","0.61749482401656314700"
"Carmolandia","TO","0.61744661517492049069"
"Guiratinga","MT","0.61736275761444464709"
"Taquaritinga","SP","0.61729812476081132798"
"Altamira","PA","0.61726811267114880542"
"Vila Nova dos Martirios","MA","0.61725535610885929357"
"Carmopolis","SE","0.61705045838446545875"
"Correntina","BA","0.61697014511507533044"
"Lafaiete Coutinho","BA","0.61693251533742331288"
"Irajuba","BA","0.61678413374856580888"
"Teixeira de Freitas","BA","0.61672267518730718378"
"Tracunhaem","PE","0.61671594432826133987"
"Sao Jose do Xingu","MT","0.61670020120724346076"
"Ivatuba","PR","0.61669128508124076809"
"Itororo","BA","0.61665763976650418246"
"Aurora","CE","0.61663995951758454921"
"Limoeiro de Anadia","AL","0.61657235246564268391"
"Corumbiara","RO","0.61657135257348051603"
"Manga","MG","0.61654135338345864662"
"Antonina","PR","0.61643911337128959151"
"Varzea da Palma","MG","0.61640587956377430062"
"Lucena","PB","0.61640127388535031847"
"Almadina","BA","0.61632809505557684937"
"Pederneiras","SP","0.61632498271131237870"
"Escada","PE","0.61628625336027115927"
"Colonia do Piaui","PI","0.61624249356591364026"
"Areia","PB","0.61613573101223876640"
"Japura","AM","0.61594039286520659291"
"Salto do Ceu","MT","0.61592824136993748301"
"Aiquara","BA","0.61592084551382954801"
"Peixe","TO","0.61586347536760759901"
"Novo Sao Joaquim","MT","0.61584043936985113456"
"Bocaiuva do Sul","PR","0.61583577712609970674"
"Pedra","PE","0.61579293704759815749"
"Angical do Piaui","PI","0.61579024461696206240"
"Tumiritinga","MG","0.61569826707441386340"
"Acopiara","CE","0.61567545927672256572"
"Presidente Alves","SP","0.61566771819137749737"
"Crateus","CE","0.61565649954182484618"
"Porto Alegre do Norte","MT","0.61565102663478189165"
"Jacana","RN","0.61564973193770742915"
"Colonia Leopoldina","AL","0.61564238745574102175"
"Nova America da Colina","PR","0.61554878048780487805"
"Heliopolis","BA","0.61540336339263953205"
"Caetanos","BA","0.61539144328066749512"
"Miguel Leao","PI","0.61532625189681335357"
"Campo Grande","RN","0.61531346351490236382"
"Buerarema","BA","0.61523912456092947852"
"Mogeiro","PB","0.61508022159867616375"
"Filadelfia","BA","0.61507515226015533330"
"Barro Alto","BA","0.61503010480933620754"
"Lagoa do Barro do Piaui","PI","0.61501501501501501502"
"Domingos Mourao","PI","0.61496932515337423313"
"Maraial","PE","0.61491612351746981515"
"Goiana","PE","0.61475541299117882919"
"Gloria do Goita","PE","0.61464544927931304733"
"Iracema do Oeste","PR","0.61459667093469910371"
"Angical","BA","0.61454995630643751821"
"Sao Jose da Barra","MG","0.61452585653791864494"
"Porto Amazonas","PR","0.61444607125427037579"
"Sao Pedro","RN","0.61443905817174515235"
"Planaltina","GO","0.61436147423141739106"
"Buritis","MG","0.61435705368289637953"
"Aroeiras","PB","0.61427425821972734563"
"Teodoro Sampaio","BA","0.61420534458509142053"
"Barretos","SP","0.61414867126586929012"
"Saude","BA","0.61414392059553349876"
"Caetanopolis","MG","0.61407958023611718408"
"Gouveia","MG","0.61406760215338452034"
"Santa Isabel","SP","0.61405950276450897055"
"Alfredo Chaves","ES","0.61405030355594102342"
"Quixaba","PB","0.61388410786001147447"
"Igarata","SP","0.61386138613861386139"
"Cocalinho","MT","0.61382636655948553055"
"Antonio Goncalves","BA","0.61379119867427729700"
"Jacuipe","AL","0.61378923766816143498"
"Novo Alegre","TO","0.61375947995666305525"
"Curvelandia","MT","0.61370589435039771568"
"Coruripe","AL","0.61369857579243860832"
"Sao Goncalo do Piaui","PI","0.61360347322720694645"
"Serranos","MG","0.61356783919597989950"
"Taiacu","SP","0.61352827197463449005"
"Varzelandia","MG","0.61348195329087048832"
"Alfenas","MG","0.61346080790173483601"
"Monte Castelo","SP","0.61345333964945523449"
"Assuncao","PB","0.61343930635838150289"
"California","PR","0.61343283582089552239"
"Campo Magro","PR","0.61342838196286472149"
"Alianca","PE","0.61338518787946615931"
"Pratinha","MG","0.61337454341107052543"
"Esperanca Nova","PR","0.61330448891292590590"
"Sao Sebastiao do Paraiso","MG","0.61325143462031310937"
"Brazabrantes","GO","0.61322645290581162325"
"Theobroma","RO","0.61321336127203254037"
"Osvaldo Cruz","SP","0.61320030698388334612"
"Jaguaribara","CE","0.61317110853611432986"
"Santa Albertina","SP","0.61317065540434850618"
"Santa Rosa de Lima","SE","0.61315722631445262891"
"Buritis","RO","0.61303229494141183195"
"Juazeiro","BA","0.61294839396016331611"
"Senador Eloi de Souza","RN","0.61290863369656328583"
"Sao Joao da Baliza","RR","0.61289230074508918492"
"Altaneira","CE","0.61279858448835151873"
"Iati","PE","0.61275852024468394990"
"Pontal do Parana","PR","0.61275267050123253903"
"Tres Fronteiras","SP","0.61272780717225161670"
"Parambu","CE","0.61268882175226586103"
"Araguacu","TO","0.61256608877413008730"
"Maracas","BA","0.61256335988414192614"
"Teofilo Otoni","MG","0.61255439607620544616"
"Itaparica","BA","0.61251200161705998282"
"Parau","RN","0.61246158144733165689"
"Torixoreu","MT","0.61239193083573487032"
"Imperatriz","MA","0.61236864267145106367"
"Douradoquara","MG","0.61235647895024603609"
"Tanque Novo","BA","0.61219256323580836927"
"Quixelo","CE","0.61206788183532369579"
"Joao Dourado","BA","0.61193369276575199163"
"Divinopolis do Tocantins","TO","0.61190205011389521640"
"Sao Gabriel","BA","0.61188172043010752688"
"Macarani","BA","0.61178758275846103986"
"Iporanga","SP","0.61171527434503213050"
"Graca Aranha","MA","0.61165532126847086170"
"Ipecaeta","BA","0.61164198701582901743"
"Mirangaba","BA","0.61160544044743866785"
"Bituruna","PR","0.61160110731989956866"
"Mariapolis","SP","0.61144321093082835184"
"Valentim Gentil","SP","0.61129238189814158037"
"Arari","MA","0.61129207383279044517"
"Ares","RN","0.61127462078333710663"
"Teofilandia","BA","0.61121080468454854552"
"Nossa Senhora da Gloria","SE","0.61120547413374745220"
"Labrea","AM","0.61120401337792642140"
"Santa Maria do Tocantins","TO","0.61119402985074626866"
"Pedreiras","MA","0.61117408906882591093"
"Altinopolis","SP","0.61113093114520156975"
"Paraiso do Tocantins","TO","0.61103896103896103896"
"Chavantes","SP","0.61100646957661125215"
"Cruzilia","MG","0.61098815258429891941"
"Areia de Baraunas","PB","0.61097256857855361596"
"Jucas","CE","0.61094390101162110191"
"Teresina de Goias","GO","0.61088485746019992595"
"Pilar","PB","0.61075460969864348956"
"Santo Antonio de Posse","SP","0.61073825503355704698"
"Formoso do Araguaia","TO","0.61066680790212382819"
"Gandu","BA","0.61063459506495120890"
"Lunardelli","PR","0.61063218390804597701"
"Costa Marques","RO","0.61059634117367545735"
"Palmas de Monte Alto","BA","0.61056878175117043530"
"Tacima","PB","0.61048689138576779026"
"Dois Irmaos do Tocantins","TO","0.61039987355776829461"
"Sao Jose do Jacuipe","BA","0.61038578580543830372"
"Campina Grande do Sul","PR","0.61035023523261892316"
"Carrapateira","PB","0.61029411764705882353"
"Jussari","BA","0.61022418478260869565"
"Indiana","SP","0.61021611001964636542"
"Santa Tereza do Tocantins","TO","0.61021215390147428982"
"Sao Miguel do Araguaia","GO","0.61018264840182648402"
"Uruacu","GO","0.61013961359469750388"
"Natividade","TO","0.61012108750285583733"
"Mirante","BA","0.61009129282418769019"
"Mendes Pimentel","MG","0.61006064930431680342"
"Monte Santo de Minas","MG","0.61005265677357587362"
"Sobrado","PB","0.61000485672656629432"
"Cabo Verde","MG","0.60999123575810692375"
"Piquet Carneiro","CE","0.60995426095329802600"
"Montadas","PB","0.60994494150034411562"
"Apucarana","PR","0.60987904775077996527"
"Santo Anastacio","SP","0.60986472192840839503"
"Congonhinhas","PR","0.60985576923076923077"
"Itarantim","BA","0.60984048791930565330"
"Sao Tome","RN","0.60980746089049338147"
"Imbau","PR","0.60972699838585163871"
"Guanhaes","MG","0.60972584046644336931"
"Mucuge","BA","0.60970585811979896185"
"Firmino Alves","BA","0.60968602503591216910"
"Platina","SP","0.60958677685950413223"
"Nova Marilandia","MT","0.60952111079625956362"
"Ibitiara","BA","0.60941449750631960101"
"Presidente Bernardes","SP","0.60938578329882677709"
"Santa Terezinha","BA","0.60932860837084570443"
"Sao Miguel dos Milagres","AL","0.60929026173072388588"
"Murici","AL","0.60924286338190336285"
"Pedras de Maria da Cruz","MG","0.60922074187673727595"
"Mucuri","BA","0.60915817468467756800"
"Sao Joao d'Alianca","GO","0.60907342781853144363"
"Sao Juliao","PI","0.60896265560165975104"
"Jaci","SP","0.60895836069880467621"
"Porteirao","GO","0.60884520884520884521"
"Campo Limpo de Goias","GO","0.60883554015592129687"
"Nossa Senhora do Socorro","SE","0.60875058493214787085"
"Erebango","RS","0.60870988867059593975"
"Sossego","PB","0.60866965620328849028"
"Pirajui","SP","0.60866657750434666310"
"Varzea Alegre","CE","0.60853170531500102606"
"Coroados","SP","0.60851851851851851852"
"Colniza","MT","0.60851509741519832337"
"Solanea","PB","0.60838873534025547173"
"Sao Cristovao do Sul","SC","0.60831689677843523997"
"Morro do Chapeu","BA","0.60826338036554146574"
"Sao Miguel do Tocantins","TO","0.60818669284797220754"
"Bom Jesus da Penha","MG","0.60818059901654000894"
"Morungaba","SP","0.60816326530612244898"
"Arapoti","PR","0.60813903867789114327"
"Sao Raimundo Nonato","PI","0.60808034109004982791"
"Teresina","PI","0.60803993997460464042"
"Dirce Reis","SP","0.60802469135802469136"
"Varzea Nova","BA","0.60790909770501607236"
"Diamantino","MT","0.60785743585069048813"
"Ribeirao Cascalheira","MT","0.60779066309842402617"
"Santana do Mundau","AL","0.60778945509140687097"
"Eunapolis","BA","0.60773019083633805294"
"Mateiros","TO","0.60771470160116448326"
"Maxaranguape","RN","0.60770355923939541687"
"Afonso Bezerra","RN","0.60762062920933665467"
"Tiros","MG","0.60750983128250665990"
"Itatuba","PB","0.60748642727878845604"
"Murutinga do Sul","SP","0.60743912229060743912"
"Matos Costa","SC","0.60738862730894603405"
"Atalaia","AL","0.60737897206227340584"
"Senador Canedo","GO","0.60737623285250746940"
"Campinacu","GO","0.60733549083063646170"
"Itajuipe","BA","0.60726265907033704276"
"Itapetinga","BA","0.60720518384751961394"
"Espirito Santo do Turvo","SP","0.60716863122444070243"
"Sao Jose da Vitoria","BA","0.60714957666980244591"
"Fortaleza de Minas","MG","0.60713258556226632154"
"Itapirapua","GO","0.60709379293118521294"
"Imbe de Minas","MG","0.60707128542799885485"
"Campo Redondo","RN","0.60704845814977973568"
"Ribeirao Branco","SP","0.60702206474472539861"
"Inhauma","MG","0.60698829940695624299"
"Campo Bonito","PR","0.60690340203625527688"
"Santa Teresa","ES","0.60689231848474219572"
"Alto Paraiso","PR","0.60687397708674304419"
"Passa Vinte","MG","0.60680698611733094492"
"Canguaretama","RN","0.60671430497505730080"
"Sonora","MS","0.60670983742077707357"
"Colombo","PR","0.60660947754638003204"
"Couto de Magalhaes de Minas","MG","0.60659599528857479388"
"Pilar","AL","0.60658750353406841956"
"Catolandia","BA","0.60658124635993011066"
"Paripiranga","BA","0.60645015787099684258"
"Adustina","BA","0.60643616646715020069"
"Miranorte","TO","0.60640894417762380915"
"Dores de Campos","MG","0.60637553712401319077"
"Floresta","PE","0.60623154262202608090"
"Holambra","SP","0.60620113952563932688"
"erico Cardoso","BA","0.60609204073934364391"
"Itabirinha","MG","0.60606060606060606061"
"Quedas do Iguacu","PR","0.60602511549222460798"
"Estrela do Norte","GO","0.60592823712948517941"
"Areial","PB","0.60592031425364758698"
"Lima Campos","MA","0.60582455519164379924"
"Mato Rico","PR","0.60575451484542393633"
"Paulo Afonso","BA","0.60571453885000442988"
"Aragarcas","GO","0.60570962479608482871"
"Marialva","PR","0.60569639913024778380"
"Santa Cruz do Arari","PA","0.60564137004701141706"
"Pureza","RN","0.60563982055116428114"
"Macatuba","SP","0.60556182779725473884"
"Campos Sales","CE","0.60553013725880246668"
"Ibirapua","BA","0.60544064748201438849"
"Ribeirao do Pinhal","PR","0.60543644716692189893"
"Anhembi","SP","0.60539302079661614381"
"General Salgado","SP","0.60531419705197827773"
"Remanso","BA","0.60530724880500665254"
"Ribeirao","PE","0.60530635389620079386"
"Jerumenha","PI","0.60529241716700022237"
"Joaquim Nabuco","PE","0.60524530861406285327"
"Capela do Alto Alegre","BA","0.60517498138495904691"
"Fernando Pedroza","RN","0.60517358747447243022"
"Esplanada","BA","0.60505621429010259876"
"Caicara do Rio do Vento","RN","0.60495716034271725826"
"Parnaiba","PI","0.60490629567276561893"
"Sao Pedro da Cipa","MT","0.60486757337151037938"
"Campo Belo do Sul","SC","0.60479536998759818107"
"Ouro Verde","SC","0.60476845483723062815"
"Itaberaba","BA","0.60473621932291426552"
"Barao de Cocais","MG","0.60471765546819156540"
"Grossos","RN","0.60469568722289399436"
"Abare","BA","0.60468280514768410908"
"Alto Jequitiba","MG","0.60462069786828629272"
"Ribeirao dos indios","SP","0.60444444444444444444"
"Ipira","BA","0.60443772417188269217"
"Igarassu","PE","0.60442202854265773117"
"Itobi","SP","0.60439970171513795675"
"Senhor do Bonfim","BA","0.60439059082430927365"
"Araguapaz","GO","0.60436180623514609255"
"Campo Mourao","PR","0.60430243784697079411"
"Apora","BA","0.60425825901268684839"
"Itapagipe","MG","0.60423666910153396640"
"Conde","BA","0.60416842817282489220"
"Jaboticatubas","MG","0.60403802803097128296"
"Brejinho","PE","0.60401554404145077720"
"Nova Tebas","PR","0.60382593457943925234"
"GuajaraMirim","RO","0.60377789626018737147"
"Gameleira","PE","0.60376633358954650269"
"Pingod'agua","MG","0.60369740756481087973"
"Taquaral","SP","0.60366552119129438717"
"Abreulandia","TO","0.60364906832298136646"
"Pindamonhangaba","SP","0.60361607466692458350"
"Canabrava do Norte","MT","0.60356744704570791527"
"Sao Paulo de Olivenca","AM","0.60333060333060333060"
"Jaguaquara","BA","0.60329823340005221478"
"Colmeia","TO","0.60328822279387093166"
"Sao Geraldo do Baixio","MG","0.60324530703149856825"
"Jataizinho","PR","0.60323372555659019724"
"Floriano","PI","0.60313366432394093752"
"Miravania","MG","0.60301129234629861982"
"Gurupi","TO","0.60299559471365638767"
"Sao Sebastiao de Lagoa de Roca","PB","0.60298913043478260870"
"Peri Mirim","MA","0.60298883687432481095"
"Quipapa","PE","0.60296742525658188309"
"Alto Alegre dos Parecis","RO","0.60292708424078752505"
"Catas Altas da Noruega","MG","0.60289389067524115756"
"Sao Miguel dos Campos","AL","0.60284670128870936719"
"Lagoa d'Anta","RN","0.60279531109107303877"
"Sao Roque","SP","0.60272507674500528408"
"Propria","SE","0.60271245022165451950"
"Belem","PB","0.60258520821901103591"
"Campo Formoso","BA","0.60254703896213065834"
"Arame","MA","0.60253948348160050163"
"Sandolandia","TO","0.60247112543647596025"
"Messias","AL","0.60246673158065563129"
"Barro","CE","0.60239409731180021671"
"Sao Domingos do Azeitao","MA","0.60235235235235235235"
"Itabaiana","PB","0.60210508152877232335"
"Lajeado do Bugre","RS","0.60207612456747404844"
"Barro Alto","GO","0.60206344614791244817"
"Novo Horizonte do Norte","MT","0.60197073753359211705"
"Ribeiropolis","SE","0.60194915751775964305"
"Ibicarai","BA","0.60184629586891299331"
"Goianira","GO","0.60170198564992491240"
"Espigao Alto do Iguacu","PR","0.60162601626016260163"
"Maurilandia do Tocantins","TO","0.60161550888529886914"
