muncod_ibge,pop_total,pop_branca,pop_preta,pop_amarela,pop_parda,pop_indigena
1100015,21494,7590,1297,46,11845,715
1100023,96833,31263,9619,317,55534,97
1100031,5351,2136,345,12,2856,2
1100049,86887,32304,6704,365,45836,1675
1100056,15890,6213,1025,59,8580,13
1100064,15663,5577,1199,40,8835,12
1100072,7519,2221,634,8,4636,20
1100080,12627,3221,1272,13,7710,410
1100098,29414,11918,1995,41,14817,643
1100106,39387,6758,3391,111,23781,5346
1100114,50591,15665,4835,73,29949,67
1100122,124333,40561,10928,336,70947,1561
1100130,30707,8174,2962,37,19495,39
1100148,15679,5492,1268,52,8854,13
1100155,35044,11572,2983,123,20322,44
1100189,35079,11876,2588,134,19941,539
1100205,460434,120941,43467,1287,292098,2628
1100254,19327,6760,1180,46,11334,7
1100262,3471,1083,315,14,2050,9
1100288,56406,20003,4213,140,31949,97
1100296,7419,2468,656,35,4258,2
1100304,95832,37752,6946,256,50286,589
1100320,21635,7385,1992,74,12047,136
1100338,25444,6319,1966,52,16068,1038
1100346,13117,4437,1239,16,7416,9
1100379,11479,3543,906,6,6921,103
1100403,16320,4910,1289,6,10104,10
1100452,27992,8490,2169,126,17160,47
1100502,7667,2683,506,9,4467,2
1100601,4150,1245,498,7,2396,4
1100700,8844,2440,724,14,5663,3
1100809,22310,5075,2003,99,14993,138
1100908,3233,1103,232,2,1888,8
1100924,9324,2738,1004,2,5267,313
1100940,14863,3962,1590,64,9210,37
1101005,8001,2172,783,11,4958,77
1101104,8548,1953,730,9,5841,15
1101203,6466,2415,463,3,3582,3
1101302,9235,2977,758,21,5337,141
1101401,11548,3578,1078,24,6844,24
1101435,6200,1837,622,8,3724,9
1101450,4125,1233,386,7,2424,75
1101468,2156,602,401,11,1128,14
1101476,3076,1199,212,6,1658,1
1101484,5258,2034,292,21,2909,2
1101492,16286,5509,1311,23,8994,449
1101500,11171,3828,801,26,6460,56
1101559,4256,1367,392,8,2486,3
1101609,8113,2441,674,15,4975,8
1101708,10725,3088,705,33,6888,11
1101757,7788,2145,723,7,4902,11
1101807,6479,1867,522,2,4085,3
1200013,14021,3477,1670,56,8788,30
1200054,8100,1306,351,13,5234,1195
1200104,26000,5069,1662,35,18957,277
1200138,12917,2634,1903,50,8300,30
1200179,10392,1433,1012,38,7902,7
1200203,91888,21032,7159,122,61940,1632
1200252,18757,3435,1464,14,13818,26
1200302,35426,7781,2316,24,21113,4191
1200328,9222,1018,543,10,3859,3792
1200336,19294,2942,1265,39,12991,2057
1200344,11996,1838,1503,14,7685,955
1200351,17093,2776,1233,48,10059,2977
1200385,16560,3500,1603,28,11377,52
1200393,10735,2319,553,5,7077,781
1200401,364756,88817,34518,1089,238568,1762
1200427,14938,2667,1151,57,10986,77
1200435,6723,517,88,1,1864,4253
1200450,21454,4060,1945,44,15371,34
1200500,41343,6484,2122,38,31117,1582
1200609,43467,8268,3390,58,28419,3330
1200708,18243,3131,1460,40,13570,42
1200807,16693,3488,2175,55,10894,81
1300029,15866,1040,456,2,11393,2975
1300060,10819,294,370,1,4023,6131
1300086,9962,1265,275,2,7772,648
1300102,17194,1979,1061,7,13715,432
1300144,20647,5385,1774,71,13109,308
1300201,15314,1496,536,9,6166,7107
1300300,41564,4456,934,25,20650,15499
1300409,18834,1140,481,15,7330,9868
1300508,31051,2576,2605,13,19700,6157
1300607,37648,2381,1248,4,19428,14587
1300631,20718,2365,766,6,15584,1997
1300680,23785,923,297,7,22045,513
1300706,35447,8110,2366,47,23035,1889
1300805,33080,3449,1052,28,22094,6457
1300839,13469,1580,400,3,11446,38
1300904,16869,3202,676,8,11836,1144
1301001,28742,5464,1895,10,20935,437
1301100,30792,5563,1523,53,22627,1026
1301159,19637,3164,1019,21,14234,1198
1301209,70616,8751,4135,82,53282,4364
1301308,23549,3104,1029,6,19370,40
1301407,33170,6302,2449,10,22485,1923
1301506,17186,4394,1097,2,10679,1013
1301605,25871,2792,1239,3,18445,3390
1301654,13815,3042,788,11,9878,96
1301704,57473,12418,3617,61,38433,2944
1301803,24311,4456,1143,26,16536,2148
1301852,61163,9967,3510,124,46690,872
1301902,103598,16291,5016,107,80309,1872
1301951,10937,2163,533,4,6336,1901
1302009,10162,1501,348,15,8234,64
1302108,8858,942,499,1,5456,1959
1302207,10742,1344,943,8,7682,765
1302306,25172,2002,628,11,16901,5630
1302405,45448,7306,2043,47,27778,8274
1302504,101883,12620,3898,48,84487,830
1302553,17107,2154,711,14,13228,1000
1302603,2063689,489674,115141,4463,1435484,18854
1302702,53914,9367,2105,44,38828,3570
1302801,15529,1448,773,9,11265,2032
1302900,61204,5030,1405,34,46630,8105
1303007,20136,1437,347,4,17358,990
1303106,27062,3207,933,13,19516,3393
1303205,15761,1763,1076,12,10083,2827
1303304,23818,3023,1306,6,19036,447
1303403,96372,10507,3176,126,80602,1956
1303502,19373,2866,922,7,12664,2914
1303536,30668,5672,1863,47,22279,806
1303569,24936,4083,1712,33,18348,760
1303601,14164,232,196,11,1709,12016
1303700,28211,1136,444,2,12311,14318
1303809,51795,1682,446,12,3732,45919
1303908,32967,784,307,6,11979,19890
1303957,11670,1974,295,11,9333,57
1304005,11559,1055,741,5,9290,466
1304062,66764,6569,1871,69,30735,27518
1304104,19599,2396,1033,2,13369,2797
1304203,73669,6630,2785,42,56419,7790
1304237,19247,708,255,,10931,7353
1304260,14431,1148,256,10,10282,2734
1304302,18631,2033,326,17,16061,194
1304401,23945,3202,593,66,20043,41
1400027,13927,978,519,13,3293,9124
1400050,21096,1607,698,5,6479,12307
1400100,413486,102242,35139,606,256902,18228
1400159,13923,1008,534,6,6341,6034
1400175,18682,2504,1145,5,10536,4492
1400209,20957,3380,1782,51,14507,1237
1400233,10656,2424,1057,2,6363,810
1400282,10023,1388,989,10,5902,1734
1400308,18095,3166,1300,7,12888,734
1400407,13986,415,135,2,2788,10646
1400456,19305,2655,902,7,4871,10147
1400472,32647,5988,3015,50,22762,832
1400506,8858,1855,1030,5,5429,539
1400605,7315,1514,899,12,4860,30
1400704,13751,136,51,3,573,12988
1500107,158188,29624,15895,107,112187,83
1500131,6136,1228,640,,4258,10
1500206,59023,5684,8503,65,44748,23
1500305,37765,5470,2567,24,29690,12
1500347,18080,4451,1829,13,11609,176
1500404,69377,10431,5405,41,53463,36
1500503,34280,5102,2583,12,25498,1085
1500602,126279,29118,12939,329,77948,5944
1500701,28011,3900,1610,8,22488,5
1500800,478778,112106,53576,949,311624,508
1500859,31850,6182,3497,215,21015,941
1500909,44573,5022,1430,8,38105,8
1500958,23774,3005,2617,18,18085,49
1501006,18290,1720,1004,18,12581,2967
1501105,31892,3185,2974,6,25726,1
1501204,51641,5955,11813,12,33810,51
1501253,4031,726,414,8,2667,216
1501303,126650,22494,10492,234,93144,284
1501402,1303403,342476,149395,3298,806103,2069
1501451,18099,2394,937,52,14012,704
1501501,63567,12040,6258,119,45082,68
1501576,18005,3963,1314,18,11633,1077
1501600,12622,2075,680,9,9856,2
1501709,123082,16431,5413,57,101085,94
1501725,24718,5996,2850,21,15457,393
1501758,6783,1140,782,5,4774,82
1501782,45712,7787,5254,49,32526,96
1501808,106968,15892,7566,118,83288,104
1501907,24383,2546,3060,19,18732,26
1501956,19630,2712,2470,5,14412,31
1502004,23981,2124,3508,14,18319,16
1502103,134184,23161,10565,55,100277,125
1502152,77079,16694,7515,204,52546,120
1502202,70394,16489,3796,149,49858,102
1502301,56506,8253,3059,43,45081,69
1502400,192256,42881,16429,719,132079,144
1502509,20757,2620,2692,40,15381,24
1502608,12868,2165,834,2,9855,12
1502707,44617,9601,5992,142,28776,102
1502756,26881,3659,4594,52,18543,33
1502764,14036,2273,1502,12,7246,2446
1502772,19950,4019,2192,15,13693,31
1502806,33903,4925,2117,13,26835,13
1502855,14117,1741,813,1,11552,10
1502905,41262,7190,2159,33,31857,23
1502939,58484,13176,6145,82,39034,47
1502954,28192,5526,3409,22,19198,37
1503002,8728,1129,201,1,7314,83
1503044,17898,3816,1896,23,12134,29
1503077,24703,3324,1523,29,19819,8
1503093,26362,5095,2860,15,18279,112
1503101,31786,5092,1992,8,24643,51
1503200,35797,6803,2108,105,26754,25
1503309,64831,11507,11062,24,42215,23
1503408,10325,1030,1569,10,7709,7
1503457,30329,4748,3052,26,22468,35
1503507,30955,4224,3023,34,23661,12
1503606,123314,23860,13079,135,84202,2035
1503705,49754,9112,6270,62,33868,442
1503754,24042,1854,1214,17,7141,13816
1503804,37707,7819,4488,62,25293,42
1503903,50881,6241,2538,69,41921,112
1504000,29569,5112,1146,2,23296,13
1504059,34353,6601,2909,50,24779,13
1504109,8115,1314,379,,6421,1
1504208,266533,48548,26407,266,190750,552
1504307,25971,4279,1361,5,20309,16
1504406,26573,4166,1385,2,21013,7
1504422,111785,22505,11256,117,77809,94
1504455,27094,5461,2625,70,18920,18
1504505,27881,3830,3075,14,20950,11
1504604,27198,5067,3168,6,18910,47
1504703,84094,11124,11077,74,61588,230
1504752,23501,3500,1301,26,18630,44
1504802,60012,10163,3569,101,46122,57
1504901,45368,6048,2149,4,37166,1
1504950,20478,3195,1417,24,15810,32
1504976,13955,2057,2235,10,9641,8
1505007,12806,2135,850,13,9804,3
1505031,33638,9787,2721,65,20994,71
1505064,60732,10802,6568,134,42108,1119
1505106,52229,7840,6399,15,37106,868
1505205,33844,2839,3985,9,26996,15
1505304,68294,9451,9028,38,45975,3802
1505403,17855,2407,2015,16,13378,39
1505437,32467,7164,3135,13,20686,1468
1505486,41097,6988,4249,16,29811,33
1505494,6885,1252,875,5,4748,5
1505502,105550,21410,10702,167,71824,1328
1505536,267836,56707,26734,351,182069,1965
1505551,6931,1245,608,6,4612,460
1505601,8285,1596,459,10,6217,3
1505635,12832,2148,1680,25,8964,5
1505650,18668,4260,2321,43,12023,21
1505700,24984,4073,2179,11,18699,22
1505809,62503,8481,4200,14,49781,26
1505908,40597,4650,2239,11,33604,93
1506005,35577,3653,2975,26,28900,23
1506104,10851,1631,529,8,8679,3
1506112,11524,2228,627,4,8653,12
1506138,85597,21094,10490,104,53606,299
1506161,18384,4363,2080,76,11829,36
1506187,53143,11241,4035,12,37745,108
1506195,35769,7287,3601,40,24772,69
1506203,44772,7388,2191,36,35086,71
1506302,24129,2598,5136,10,16364,21
1506351,21087,3409,2076,17,15561,24
1506401,7445,977,1945,10,4509,4
1506500,73019,11585,7236,279,53832,86
1506559,20370,3369,1547,24,14694,736
1506583,16548,3582,1694,26,11146,100
1506609,24624,4867,1455,59,17848,395
1506708,32413,6971,4312,84,20900,145
1506807,331942,56124,23988,389,240817,10602
1506906,6116,866,383,9,4854,4
1507003,27461,5109,1935,50,20328,39
1507102,16666,2879,950,12,12819,6
1507151,21092,3910,2204,31,14889,57
1507201,30599,3564,3116,15,23897,7
1507300,65418,12033,6152,72,44722,2439
1507409,14894,2535,819,21,11495,24
1507458,24255,4524,3002,24,16241,463
1507466,4430,429,125,2,3873,1
1507474,20689,3527,989,9,16160,4
1507508,13664,2014,1851,13,9761,25
1507607,52894,5750,5638,45,41427,33
1507706,25643,5030,1568,30,18992,23
1507755,5847,1099,437,8,4298,5
1507805,22576,3289,2664,39,15763,821
1507904,24204,2750,4458,12,16958,26
1507953,72493,13465,8663,155,50123,85
1507961,10400,1797,665,19,7917,2
1507979,18782,2975,637,6,15137,26
1508001,67585,10838,7803,502,47913,529
1508035,28595,2569,1006,8,24993,19
1508050,15242,3098,1250,7,10543,344
1508084,39550,10783,3276,62,25388,39
1508100,91306,20702,10284,88,59425,805
1508126,37972,8860,3435,49,25592,35
1508159,43558,9503,4409,11,29535,100
1508209,50832,10924,3632,24,36224,25
1508308,58692,6782,3385,24,48435,66
1508357,15607,2730,1666,24,10667,517
1508407,52893,12369,4933,69,35466,56
1600055,4673,1061,370,1,3238,3
1600105,7943,1454,769,8,5705,7
1600154,12847,2318,1284,14,7562,1669
1600204,10612,1710,1622,3,7260,17
1600212,4461,595,381,4,3480,
1600238,6666,1134,956,4,4571,1
1600253,5599,779,679,12,4126,3
1600279,35114,6115,4202,23,24629,145
1600303,442933,104145,56592,532,280577,1079
1600402,21924,3236,3043,19,15602,24
1600501,27482,3959,2580,15,13641,7287
1600535,17848,3380,1711,39,12690,28
1600550,3803,502,474,1,2823,3
1600600,107618,22875,9301,58,75322,60
1600709,12945,1893,1697,8,9336,11
1600808,11291,1866,1001,7,8413,3
1700251,2576,672,330,18,1555,1
1700301,4497,824,437,,3232,4
1700350,5147,1090,723,5,3322,7
1700400,6499,820,1462,4,4211,2
1700707,8802,2494,617,9,5673,9
1701002,10325,1992,1151,14,7159,9
1701051,2876,597,459,1,1814,5
1701101,4856,928,504,3,3399,22
1701309,5290,1005,845,10,3408,21
1701903,5927,1151,756,3,4001,16
1702000,8133,2287,820,9,4982,35
1702109,171301,45334,22201,473,102930,359
1702158,4310,863,682,,2760,5
1702208,31918,6123,5026,36,20691,42
1702307,5550,1333,741,2,3472,2
1702406,10287,881,3571,25,5800,10
1702554,17484,3404,2334,19,11706,21
1702703,3342,489,576,3,2273,1
1702901,10262,1679,1114,15,7450,4
1703008,7880,1586,981,3,5297,13
1703057,3407,817,414,4,2168,4
1703073,4476,787,607,5,3059,18
1703107,4846,1569,502,4,2752,19
1703206,4229,1106,390,3,2728,2
1703305,4038,695,425,14,2887,17
1703602,1974,359,305,1,1306,3
1703701,4725,604,1357,8,2749,7
1703800,10307,1771,1209,2,7304,21
1703826,1961,331,184,1,1414,31
1703842,8653,1811,803,3,6030,6
1703867,4007,1019,412,11,2560,5
1703883,2201,438,388,9,1359,7
1703891,3318,490,588,6,2230,4
1703909,4847,1217,378,1,3235,16
1704105,2131,228,223,1,1677,2
1704600,1501,297,174,1,1026,3
1705102,3117,287,606,10,2214,
1705508,34233,9234,4314,98,20510,76
1705557,4756,1085,648,8,3013,2
1705607,3887,374,1448,5,2060,
1706001,5331,1185,498,2,3643,3
1706100,6371,1433,860,11,4058,9
1706258,1470,266,177,3,1023,1
1706506,5827,1555,496,8,3765,2
1707009,17739,2971,2858,14,11889,7
1707108,7024,2011,701,4,4298,10
1707207,6327,1547,874,15,3862,29
1707306,4248,923,516,1,2789,19
1707405,7530,1269,1505,26,4697,33
1707553,3467,753,344,8,2358,4
1707652,5211,1246,548,3,3405,9
1707702,7712,1644,1001,5,5053,9
1708205,18881,3941,1851,11,11530,1548
1708254,3455,819,381,9,2239,7
1708304,4738,1382,360,6,2983,7
1709005,12433,1792,1120,7,6901,2613
1709302,24775,6360,2399,104,15874,38
1709500,85125,23437,9915,138,51330,299
1709807,1590,197,354,,1036,3
1710508,6819,1316,632,2,3706,1163
1710706,5172,855,599,1,3681,36
1710904,3577,720,414,7,2428,8
1711100,2404,553,297,1,1547,6
1711506,3334,780,480,12,2061,1
1711803,2243,425,282,,1535,1
1711902,15288,2780,1684,13,8619,2192
1711951,3516,634,483,8,2385,4
1712009,3357,575,409,1,2359,13
1712157,1626,244,340,,1042,
1712405,2999,415,287,3,2292,2
1712454,2717,594,331,2,1789,1
1712504,4615,994,239,5,3374,3
1712702,2748,427,651,,1670,
1712801,3095,433,340,,1862,460
1713205,18566,4104,2779,25,11541,116
1713304,12701,3503,1476,13,7702,7
1713601,5694,779,1191,19,3665,40
1713700,2396,646,155,14,1580,1
1713809,4872,1017,782,13,3057,3
1713957,3367,624,910,4,1821,6
1714203,8754,984,2422,1,5341,6
1714302,4521,791,778,7,2928,17
1714880,10367,2323,1155,12,6876,1
1715002,3362,750,434,1,2158,13
1715101,3969,606,413,10,2925,15
1715150,1846,428,283,2,1133,
1715259,2230,328,266,,1633,3
1715507,1164,298,77,,789,
1715705,4798,820,651,7,3295,21
1715754,6975,1719,806,10,4433,7
1716109,52360,15545,4501,197,31994,120
1716208,10542,747,2928,28,6823,16
1716307,4043,901,514,,2628,
1716505,14055,2983,1219,24,9737,92
1716604,9317,1545,1976,36,5738,22
1716653,4921,1138,454,10,3319,
1716703,8941,2602,924,9,5394,9
1717008,4478,828,544,3,3094,8
1717206,2282,400,376,8,1496,2
1717503,7128,1446,873,25,3818,966
1717800,4220,490,236,14,3480,
1717909,7586,1244,1202,22,5108,9
1718006,2866,326,619,13,1907,1
1718204,64418,12835,10518,198,40694,171
1718303,9044,1164,953,2,6924,1
1718402,3047,690,262,,2092,3
1718451,2193,610,281,10,1290,2
1718501,3421,485,182,,2749,5
1718550,3960,781,461,1,2716,1
1718659,1768,222,276,1,1269,
1718709,2738,505,268,3,1960,2
1718758,4841,752,282,5,3795,7
1718808,4215,703,751,,2753,8
1718840,3723,876,359,1,2243,244
1718865,7216,1462,1180,7,4184,383
1718881,2680,709,264,29,1638,40
1718899,2219,448,180,2,1586,3
1718907,4653,390,1197,36,3018,6
1719004,2781,452,620,10,1697,2
1720002,2406,504,267,1,1634,
1720101,5654,847,493,3,4230,81
1720150,1783,211,350,5,1212,5
1720200,13241,2302,2810,36,8053,39
1720259,2385,294,610,3,1477,1
1720309,4100,700,726,1,2672,1
1720499,4422,666,665,1,3090,
1720655,5108,672,962,3,3445,25
1720804,10830,2062,1548,14,7197,9
1720853,1577,279,250,,1048,
1720903,14011,2418,1849,12,9732,
1720937,2021,172,447,1,1399,2
1720978,2456,492,357,1,1602,4
1721000,302692,89826,37871,1086,173258,645
1721109,7459,727,377,10,2414,3931
1721208,22615,3984,2919,40,13461,2210
1721257,1909,397,145,6,1352,9
1721307,1874,328,173,11,1355,7
1722081,10522,2197,1228,14,7075,8
1722107,10517,1989,1438,48,7034,8
2100055,106550,24254,11261,65,70826,144
2100105,6144,571,540,1,5031,1
2100154,12142,2519,492,1,9125,5
2100204,18467,2619,4109,4,11707,27
2100303,23286,2760,3129,15,17370,12
2100402,6447,1237,674,2,4527,7
2100436,24048,4307,2599,24,17064,53
2100477,25710,4087,3305,6,18266,46
2100501,11109,1676,992,4,8432,5
2100550,7170,1124,473,1,5571,1
2100600,37085,5734,2609,9,20752,7981
2100709,25322,8166,2538,3,14596,19
2100808,13793,3074,534,1,10182,2
2100832,17519,2619,3370,9,11498,23
2100873,11181,1478,972,3,8487,241
2100907,39052,8342,3303,29,27356,20
2100956,25517,4881,1872,31,15375,3358
2101004,29472,8650,2746,13,18016,46
2101103,11790,1944,1304,8,8517,16
2101202,103711,22404,19316,186,61630,171
2101251,16966,3694,1251,8,12006,7
2101301,16290,1359,6493,7,8421,10
2101350,5252,563,1345,8,3330,6
2101400,101767,21041,10757,376,69373,216
2101509,18984,3908,2146,51,12847,32
2101608,84532,19649,6214,58,53270,5335
2101707,65589,9057,3029,22,53442,39
2101731,8460,1030,219,,7210,1
2101772,11750,2490,1426,1,7825,8
2101806,5469,1558,758,17,3122,14
2101905,19584,5379,3755,4,10416,30
2101939,5840,1412,438,,3986,4
2101970,7574,1072,740,,5723,39
2102002,33100,5086,4258,32,21731,1990
2102036,28599,4456,2895,10,20737,501
2102077,12212,2921,1011,9,8264,7
2102101,34120,4730,3807,22,25492,67
2102150,9218,1558,569,1,7089,1
2102200,29685,4314,1953,1,23402,14
2102309,22455,4016,2304,34,16094,5
2102325,55499,9294,5509,57,40404,231
2102358,12918,2579,1193,18,9108,20
2102374,9732,1023,313,,8392,4
2102408,10121,1273,2001,2,6841,4
2102507,16412,2565,2854,13,10938,42
2102556,12301,2727,968,15,8560,31
2102606,19932,3342,2988,6,13577,16
2102705,24303,2876,2229,6,19166,26
2102754,11374,2219,1349,42,7755,9
2102804,24062,5915,2432,50,15611,54
2102903,24238,3433,1368,17,19364,56
2103000,156973,25078,27516,315,103872,184
2103109,10208,1609,1448,2,7139,10
2103125,7094,688,2177,5,4203,21
2103158,12342,1995,900,,8612,835
2103174,16267,2707,1638,24,11437,460
2103208,81386,16780,4797,17,59755,35
2103257,12878,2632,1316,8,8913,9
2103307,114275,15859,20195,70,78036,114
2103406,41658,5718,4555,45,31325,14
2103505,40316,7986,6989,19,25242,80
2103554,14915,2745,2102,7,10054,7
2103604,59566,11839,6490,65,41145,26
2103703,31558,3627,9591,34,18272,27
2103752,14404,2907,1709,24,9744,20
2103802,23053,5594,2235,45,15165,13
2103901,10223,1492,1361,5,7361,4
2104008,18311,4383,1139,15,12764,10
2104057,33294,7934,2183,44,23072,61
2104073,8048,1558,933,16,5540,1
2104081,10873,1936,578,3,4897,3458
2104099,17719,4230,1508,7,11948,26
2104107,12640,2406,1129,5,9093,7
2104206,16976,3429,1803,25,11712,7
2104305,10186,1485,996,2,7673,30
2104404,17206,3970,1878,64,11282,12
2104503,10231,2101,783,4,7342,1
2104552,18411,3997,1744,15,12630,24
2104602,13930,2166,1531,3,10220,10
2104628,7063,1240,507,1,5313,2
2104651,10713,1241,813,31,8615,12
2104677,23128,3455,1996,9,17648,20
2104701,6023,1438,882,3,3684,16
2104800,73872,15459,6336,66,44365,7646
2104909,10290,1092,1850,4,7218,125
2105005,25680,2906,1002,8,21734,30
2105104,24794,1844,3892,9,19030,19
2105153,13974,1845,1846,7,10250,25
2105203,10231,2623,1009,15,6583,1
2105302,273110,75090,29542,710,167244,522
2105351,13828,2573,1053,2,8927,1273
2105401,60440,8881,7693,12,43802,52
2105427,22513,5292,2524,7,14667,22
2105450,7471,1387,917,2,5163,1
2105476,17076,2168,610,3,6469,7826
2105500,24709,5460,3077,41,16103,25
2105609,14924,3184,1560,11,10162,7
2105658,5146,956,578,2,3606,2
2105708,44403,10206,4239,32,29898,27
2105807,9506,2088,1082,13,6315,8
2105906,14769,2877,1948,25,9914,5
2105922,10572,2099,843,,7625,5
2105948,8758,2238,534,4,5982,
2105963,11411,2114,1221,3,8065,8
2105989,7057,1261,381,20,5220,175
2106003,11297,2644,1767,28,6844,13
2106102,11597,2267,1186,2,8138,4
2106201,7161,1117,607,4,5433,
2106300,13807,3261,817,6,9714,9
2106326,21149,4230,2233,2,14682,2
2106359,7027,1263,581,21,5155,7
2106375,13761,1730,923,7,9045,2056
2106409,17090,2211,1268,12,13576,23
2106508,22034,3269,4250,1,14464,50
2106607,32174,4050,4817,29,23258,20
2106631,17432,3018,2019,3,12390,1
2106672,8818,1636,518,7,6650,7
2106706,21030,4369,1930,5,14721,5
2106755,23864,6464,1819,5,15573,3
2106805,13978,1376,3694,2,8894,11
2106904,27751,2545,4836,14,20310,46
2107001,9106,2025,709,,5294,1078
2107100,18554,1890,938,1,15698,26
2107209,14176,2507,1803,2,9859,5
2107258,5021,903,526,,3584,8
2107308,4320,935,671,3,2711,
2107357,14314,2123,1203,2,10624,362
2107407,17919,4566,1990,77,11267,19
2107456,13577,1520,2812,2,9233,10
2107506,145643,32283,21125,136,91890,206
2107605,21059,2274,3767,4,15007,7
2107704,18274,4150,2138,40,11942,4
2107803,31250,4814,4081,47,22280,28
2107902,17220,3505,2018,33,11661,3
2108009,18802,4934,2031,26,11790,21
2108058,17056,2886,828,2,13327,13
2108108,20341,3722,1936,27,14642,13
2108207,37050,9055,5184,74,22644,92
2108256,24320,1907,4811,8,17574,20
2108306,32511,2882,7908,23,21639,56
2108405,11108,2639,1769,,6698,2
2108454,20479,3638,2924,6,13903,8
2108504,31429,4871,5102,21,21373,62
2108603,84621,15415,12101,85,56909,100
2108702,21886,4750,2255,14,14855,12
2108801,17714,2865,1375,4,13465,5
2108900,17161,3830,1376,8,11938,9
2109007,23903,5762,1736,10,16349,46
2109056,5954,1010,875,1,4064,4
2109106,45155,12246,3955,13,28880,61
2109205,11356,992,1682,2,8672,8
2109239,4696,780,488,13,3399,16
2109270,17511,2218,1715,7,13559,12
2109304,10549,1347,966,3,8233,
2109403,13614,1521,439,1,11649,4
2109452,30839,6985,3281,14,20369,190
2109502,22145,3414,2116,6,16598,11
2109551,7420,1737,684,9,4982,8
2109601,38475,5673,4398,21,28316,66
2109700,5568,775,696,11,4078,8
2109759,6697,1770,266,,4661,
2109809,41561,7408,5704,15,28427,7
2109908,85014,18107,11760,114,54801,229
2110005,57635,10289,5531,27,41577,211
2110039,24307,4962,2056,16,17256,17
2110104,23957,3666,1778,5,18502,6
2110203,37035,6244,4587,13,26169,22
2110237,10567,1457,496,1,8607,6
2110278,13949,1992,745,5,11204,2
2110302,14304,2600,1801,7,9883,13
2110401,18364,3468,722,1,14172,1
2110500,46395,5883,9003,8,31489,10
2110609,26943,4306,1342,14,21268,13
2110658,7992,1900,1260,2,4814,16
2110708,34034,9192,3368,33,21408,32
2110807,4402,964,551,3,2883,1
2110856,9051,1998,942,,6104,7
2110906,12064,1894,1493,55,8600,22
2111003,18544,3298,2107,7,13117,15
2111029,12251,1846,1414,2,8881,108
2111052,9904,2556,822,1,6524,1
2111078,16889,1658,3627,6,11597,1
2111102,25020,7103,3548,27,14307,35
2111201,244579,57128,35109,247,151657,432
2111250,6957,1295,807,1,4851,2
2111300,1037775,274026,167885,1132,593182,1519
2111409,17818,3188,2706,53,11854,17
2111508,38829,7495,4730,35,26553,14
2111532,14338,2778,1567,3,9980,10
2111573,5783,956,341,3,4483,
2111607,18672,3950,2280,48,12377,17
2111631,5650,1077,431,10,4129,3
2111672,4544,957,362,7,3216,2
2111706,19498,2498,3493,11,13476,18
2111722,8784,1552,976,4,6243,9
2111748,10207,1318,1981,4,6883,20
2111763,14700,3350,1580,6,9747,17
2111789,10202,277,5966,4,3950,5
2111805,17074,4668,1405,4,10967,30
2111904,10238,2356,1184,15,6675,8
2111953,4985,846,683,31,3425,
2112001,8862,1484,723,15,6638,2
2112100,26484,3336,2327,26,20788,7
2112209,174465,27817,27201,167,119169,100
2112233,22484,5077,2441,18,14933,15
2112274,5507,837,568,9,4084,9
2112308,36251,8706,2706,52,24658,124
2112407,37491,5959,5386,5,26131,9
2112456,31638,4923,3728,15,22946,25
2112506,53356,11462,3612,31,38141,107
2112605,32812,4144,2106,11,26542,9
2112704,43261,5606,3436,7,34193,19
2112803,51442,8923,7513,12,33365,1629
2112852,10362,2280,1629,42,6396,14
2112902,30805,7944,3216,6,19565,73
2113009,30845,6564,2155,2,22107,17
2114007,40801,6875,3722,9,29787,408
2200053,6420,4314,616,1,1486,3
2200103,4940,777,594,2,3549,16
2200202,17573,3937,2193,10,11419,14
2200251,6819,2613,595,2,3609,
2200277,4634,1212,273,,3148,1
2200301,13479,2637,1587,12,9241,2
2200400,47453,7655,4854,2,34905,37
2200459,5322,715,652,,3950,5
2200509,17234,1906,5348,11,9951,17
2200608,6827,1253,1369,,4204,1
2200707,9407,2226,1243,5,5920,13
2200806,3152,425,573,24,2122,8
2200905,5369,779,998,,3592,
2200954,2690,625,173,1,1890,1
2201002,4520,348,857,,3315,
2201051,7452,1887,1262,15,4286,2
2201101,10866,2093,572,24,8165,12
2201150,13272,2482,1027,7,9503,253
2201176,3995,749,392,,2854,
2201200,47938,6999,4751,48,36119,21
2201309,3264,344,598,1,2321,
2201408,6640,1238,872,,4530,
2201507,26300,3566,2052,13,20667,2
2201556,4091,2560,379,4,1148,
2201572,3423,1079,337,,2007,
2201606,9929,1807,1004,1,7102,15
2201705,5562,991,835,4,3719,13
2201739,6220,1971,807,2,3406,34
2201770,6902,907,485,,5508,2
2201804,4078,1584,320,,2174,
2201903,28796,6251,3711,6,18577,250
2201919,5636,1578,188,13,3857,
2201929,5913,1247,453,3,4191,19
2201945,6545,734,430,1,5377,3
2201960,8436,1631,516,3,6265,21
2201988,3904,748,464,,2691,1
2202000,19654,4107,2214,11,13308,14
2202026,7434,1135,411,1,5878,9
2202059,10212,1071,1144,10,7987,
2202075,3108,167,565,,2376,
2202083,7957,2081,447,9,5419,1
2202091,5503,1713,269,,3521,
2202109,4938,601,913,11,3413,
2202117,4616,1161,524,,2930,1
2202133,6020,1345,672,2,3993,8
2202174,7419,681,1454,4,5278,2
2202208,45793,7094,3228,34,35415,21
2202251,3414,484,528,22,2379,1
2202307,19365,4464,1589,5,13302,5
