muncod_ibge,pop_total,pop_branca,pop_preta,pop_amarela,pop_parda,pop_indigena
4118808,13346,7386,660,123,5158,19
4118857,7189,3366,439,23,3355,6
4118907,11878,6996,426,46,4398,12
4119004,6221,4649,114,2,1455,1
4119103,13655,10224,259,7,3158,7
4119152,127019,82537,7000,702,36673,103
4119202,6566,4569,349,9,1634,5
4119251,2761,1751,93,1,916,
4119301,29886,15708,805,50,13297,25
4119400,23651,16951,740,98,5849,12
4119509,118730,68073,7961,263,42090,340
4119608,33567,23603,512,49,9372,31
4119657,3046,1677,180,12,1176,1
4119707,4070,1830,239,12,1987,2
4119806,14374,11794,221,12,2305,41
4119905,358371,257676,13382,1254,85748,298
4119954,30425,18643,1434,107,10113,128
4120002,11624,5327,847,39,5405,6
4120101,4098,2518,179,4,1395,2
4120150,3110,2288,41,1,780,
4120200,3182,1498,136,22,1521,5
4120309,3562,2599,33,,926,4
4120333,3709,1803,357,24,1523,
4120358,5737,4080,122,1,1533,1
4120408,4336,2181,342,19,1794,
4120507,10082,6018,394,164,3503,3
4120606,49393,38221,754,27,10378,12
4120655,4201,1812,252,28,2108,1
4120705,8099,6172,134,53,1737,3
4120804,24191,15650,1029,97,7370,45
4120853,4480,3873,71,2,532,2
4120903,30738,18628,588,22,11475,25
4121000,10685,4632,835,15,5200,3
4121109,5001,2218,445,69,2266,3
4121208,18398,13085,455,24,4819,15
4121257,4221,2138,221,1,1856,5
4121307,3512,2027,239,65,1180,1
4121356,2618,1010,197,24,1385,1
4121406,19247,13485,574,22,5140,26
4121505,14514,9997,231,14,4266,6
4121604,6845,4635,165,2,2043,
4121703,24573,14117,497,46,9906,7
4121752,6553,3197,350,34,2950,22
4121802,12364,9570,499,13,2279,3
4121901,13060,7907,730,84,4326,13
4122008,14025,11192,243,9,2573,8
4122107,3197,2033,119,21,1023,1
4122156,13929,7219,125,3,6582,
4122172,3808,2131,101,6,1564,6
4122206,37558,24032,1168,12,12343,3
4122305,31324,23512,554,34,7211,13
4122404,71670,40322,4540,819,25948,37
4122503,11251,6573,271,17,4389,1
4122602,9097,4876,374,39,3802,6
4122651,5435,3508,234,9,1684,
4122701,8822,5673,300,27,2817,5
4122800,4075,2874,93,4,1103,1
4122909,5192,3562,190,6,1433,1
4123006,15223,11311,197,7,3707,1
4123105,3394,2127,231,40,768,228
4123204,3365,1722,162,115,1364,2
4123303,8613,3781,524,49,4249,10
4123402,11378,6761,523,76,4017,1
4123501,25492,18201,556,41,6368,326
4123600,1748,797,101,4,846,
4123709,8912,4793,360,60,3693,6
4123808,14070,9352,259,12,4446,1
4123824,3644,2919,103,2,620,
4123857,9934,6251,197,3,3482,
4123907,11066,5946,756,125,4216,23
4123956,3356,1283,174,15,1884,
4124004,5514,4023,113,45,1327,6
4124020,13174,7806,408,20,4922,15
4124053,24262,15553,1101,32,7570,6
4124103,44369,30473,2305,173,11402,16
4124202,2493,1050,202,4,1237,
4124301,2125,1214,86,46,773,6
4124400,23673,15750,485,16,7406,16
4124509,6181,3209,244,17,2711,
4124608,6587,3514,395,22,2651,5
4124707,10830,5832,390,87,3347,1174
4124806,11886,8307,186,9,3382,2
4124905,5586,2297,281,10,2996,2
4125001,10667,5968,600,61,4035,3
4125100,13726,9754,313,11,3638,10
4125209,9378,6524,220,5,2622,7
4125308,5168,3372,322,93,1379,2
4125357,6504,3679,194,14,2613,3
4125407,6040,4617,143,17,1263,
4125456,3957,1794,250,2,1911,
4125506,329628,213728,14361,1244,100014,255
4125555,2138,1070,111,2,955,
4125605,42366,33070,749,44,8496,7
4125704,29122,18916,1006,56,8380,764
4125753,5784,2978,295,20,2490,1
4125803,8690,5194,747,74,2670,5
4125902,2661,1213,110,9,1329,
4126009,8063,4189,366,391,3099,18
4126108,5232,3121,292,5,1813,1
4126207,6695,4437,273,16,1961,8
4126256,118455,59140,8035,661,50541,78
4126272,6108,3555,150,9,2386,8
4126306,17270,11347,427,29,5433,34
4126355,5007,4090,76,2,838,1
4126405,5616,3213,305,188,1900,10
4126504,15930,10176,602,53,5091,8
4126603,22811,16987,537,52,5214,21
4126652,3440,2536,43,,861,
4126678,10707,5940,264,145,2689,1669
4126702,4880,2861,225,18,1776,
4126801,15869,7911,647,71,7233,6
4126900,5745,3060,288,29,2363,5
4127007,9547,6558,206,9,2769,5
4127106,75042,49873,2390,139,22607,33
4127205,17568,9726,901,123,6815,3
4127304,14842,6929,872,144,6883,14
4127403,18119,10760,753,184,5713,709
4127502,19961,12947,785,32,6189,8
4127601,17621,12179,513,25,4887,17
4127700,150470,93351,6490,694,49822,103
4127809,8426,5841,229,42,2198,116
4127858,11135,7836,266,4,3026,3
4127882,6219,3337,181,7,2672,20
4127908,8067,3774,379,21,3884,9
4127957,8077,5542,240,26,2263,6
4127965,14231,8940,278,16,4486,511
4128005,24749,14365,1042,411,8893,38
4128104,117095,66829,5543,1626,43036,55
4128203,55033,39069,1120,85,14705,51
4128302,2136,1116,53,4,963,
4128401,10406,5853,622,612,3311,8
4128500,19188,13732,532,177,4729,18
4128534,9681,5600,269,41,3770,1
4128559,8215,4518,327,60,3304,6
4128609,7932,5498,141,3,2289,1
4128625,3055,1051,143,7,1854,
4128633,5697,4010,158,3,1526,
4128658,3811,2711,139,1,960,
4128708,9706,6278,171,14,3204,39
4128807,5798,2978,285,10,2522,3
4200051,2598,1772,74,,752,
4200101,17392,9994,750,6,6283,359
4200200,10990,9245,84,4,1655,2
4200309,6055,5250,78,4,723,
4200408,6508,4341,166,3,1997,1
4200507,6036,4180,265,3,1584,4
4200556,2839,2197,41,,599,2
4200606,6743,5935,123,3,676,6
4200705,10481,8928,252,4,1284,13
4200754,1856,1677,15,1,160,3
4200804,5943,4472,155,2,1313,1
4200903,5358,5144,31,6,177,
4201000,8285,5282,173,37,2766,27
4201109,3593,3147,59,1,381,5
4201208,11224,9812,255,4,1150,3
4201257,9811,8349,203,12,1237,10
4201273,4378,3979,80,3,316,
4201307,45283,29403,2861,45,12614,360
4201406,71922,61020,1971,74,8775,78
4201505,8834,7655,134,,1038,7
4201604,3556,3099,55,4,398,
4201653,2510,2018,91,2,375,24
4201703,8319,6856,306,5,1143,9
4201802,3227,2838,14,1,373,1
4201901,6780,6155,157,3,458,7
4201950,15820,12617,542,13,2624,24
4202008,139155,109722,5383,597,23269,179
4202057,14912,11440,407,37,2964,64
4202073,15669,12836,547,10,2264,11
4202081,3144,2383,120,2,639,
4202099,1668,1361,26,,281,
4202107,45369,32611,1460,69,11181,48
4202131,5872,4461,89,8,1313,
4202156,2658,2096,92,6,464,
4202206,10520,9125,127,6,1242,19
4202305,76773,56174,5033,66,15072,428
4202404,361261,285354,13272,580,61684,367
4202438,3515,2454,80,2,979,
4202453,25058,17880,1094,106,5899,79
4202503,4026,2487,183,1,1354,1
4202537,2777,1643,75,1,1017,41
4202578,2187,1976,10,,201,
4202602,8418,6221,318,2,1876,1
4202701,5363,4519,91,2,750,1
4202800,33773,26379,1427,20,5941,6
4202859,4026,3402,51,,573,
4202875,2489,1682,46,,759,2
4202909,141385,103617,6129,213,31226,195
4203006,73720,47728,1823,124,24027,15
4203105,6304,4916,108,1,1279,
4203154,3443,1606,77,2,1739,19
4203204,103074,74790,4297,140,23685,159
4203253,2625,1737,105,2,781,
4203303,12501,10042,142,14,2291,12
4203402,7257,4389,208,4,2651,4
4203501,9623,6380,287,6,2947,3
4203600,36932,26868,1240,33,8771,20
4203709,12821,9923,359,5,2530,4
4203808,55016,43159,979,106,10750,22
4203907,23314,16321,802,13,6159,19
4203956,23975,18155,2578,12,3214,16
4204004,10566,6741,330,5,3483,7
4204103,4614,3104,60,2,1444,4
4204152,2805,2139,89,,577,
4204178,3317,1782,63,10,1462,
4204194,2950,2532,30,,387,1
4204202,254785,176060,10572,339,65512,2293
4204251,17240,15039,460,7,1725,9
4204301,81646,63549,2958,52,15055,32
4204350,4781,3689,123,1,957,11
4204400,10388,7930,291,4,2161,2
4204459,2065,1533,38,,491,3
4204509,15267,12763,255,7,2236,6
4204558,15727,10424,472,41,4783,7
4204608,214493,172992,14557,189,26530,215
4204707,10953,9764,224,4,958,3
4204756,1968,1887,10,,71,
4204806,40045,26935,1007,176,11911,16
4204905,8530,7343,108,1,1072,6
4205001,15008,10039,279,11,4670,9
4205100,4221,3594,75,,550,2
4205159,3637,3066,45,5,393,128
4205175,3402,1628,31,1,580,1162
4205191,2269,1905,32,,329,3
4205209,4885,3885,108,2,888,2
4205308,11192,7439,224,2,3508,15
4205357,1783,1234,119,,430,
4205407,537211,410298,35813,2398,87542,1148
4205431,2682,1957,88,,637,
4205456,31431,23386,1315,35,6681,14
4205506,33481,21450,947,19,10964,101
4205555,2411,1637,46,45,683,
4205605,3210,2165,68,1,970,6
4205704,29959,24934,1254,38,3681,52
4205803,18545,12792,688,44,4954,67
4205902,72570,54757,3050,98,14580,85
4206009,16915,14444,416,20,2013,22
4206108,6277,5544,114,2,615,2
4206207,12435,10731,740,7,951,6
4206306,24543,18958,767,11,4786,21
4206405,10796,9372,173,1,1250,
4206504,46711,33341,1650,47,11644,29
4206603,4829,3999,69,1,760,
4206652,8425,5409,319,6,2687,4
4206702,21724,15469,839,22,5385,9
4206751,2008,1864,8,,136,
4206801,3269,2670,38,1,559,1
4206900,19862,17186,266,8,2362,40
4207007,59035,50774,2172,17,6040,21
4207106,17046,12588,564,28,3817,49
4207205,11881,10361,202,7,1120,191
4207304,52579,44192,2024,64,6217,82
4207403,5982,5278,85,2,617,
4207502,71549,56073,1933,57,13433,53
4207577,2877,2658,16,,201,2
4207601,4578,3940,55,,582,1
4207650,9335,8522,69,3,741,
4207684,7730,2603,63,,847,4217
4207700,7816,6359,150,3,1301,2
4207759,3986,3356,30,2,596,2
4207809,10195,7031,274,5,2879,6
4207858,2069,1601,66,2,400,
4207908,10285,7877,280,2,2118,8
4208005,7067,5695,171,5,1189,7
4208104,22051,17356,306,14,4311,63
4208203,264054,183894,16785,687,62424,259
4208302,75940,56358,3421,156,15906,98
4208401,16638,13819,336,3,2455,25
4208450,30750,21077,1078,67,8484,42
4208500,26525,22176,938,24,3361,26
4208609,4310,3284,97,2,927,
4208708,10624,8711,112,4,1787,10
4208807,20375,17386,1015,17,1936,20
4208906,182660,140181,6151,368,35861,95
4208955,1776,1282,87,1,403,3
4209003,30146,23374,822,32,5903,13
4209102,616317,468401,25532,1599,120284,463
4209151,5985,4025,112,9,466,1373
4209177,2555,1891,76,1,586,1
4209201,2248,1925,28,,295,
4209300,164981,114559,7124,250,42947,100
4209409,42785,36535,1776,39,4410,25
4209458,1702,1229,7,,466,
4209508,7932,7137,127,5,662,1
4209607,14381,12226,315,2,1835,3
4209706,11472,6776,277,19,4399,1
4209805,3330,3076,30,,224,
4209854,4549,3605,82,,857,5
4209904,12873,11615,191,4,1054,9
4210001,11684,9628,175,9,1869,3
4210035,5794,5100,62,1,627,4
4210050,1778,1324,18,,436,
4210100,55286,45040,731,75,9362,75
4210209,3214,2723,57,,288,146
4210308,7425,5840,155,4,1424,1
4210407,7815,6815,167,2,814,17
4210506,28251,22688,703,14,4841,2
4210555,2184,1844,59,,252,29
4210605,17162,14447,283,18,2389,25
4210704,2761,1677,81,,1003,
4210803,7006,6381,101,2,522,
4210852,2511,1962,45,,503,1
4210902,4080,3415,34,3,628,
4211009,10066,8590,167,1,1299,9
4211058,9117,5296,353,14,3446,7
4211108,7736,5258,136,15,2327,
4211207,18537,15594,799,8,2127,8
4211256,3010,2764,36,,210,
4211306,86401,57698,4153,127,24300,122
4211405,5155,3740,226,,1189,
4211454,4536,3294,129,,1106,7
4211504,13727,11825,231,12,1609,50
4211603,13664,11714,374,5,1569,2
4211652,2643,1971,46,2,624,
4211702,23661,20173,746,6,2730,6
4211751,17312,11964,386,4,4951,7
4211801,7032,5612,178,1,1240,1
4211850,2181,1319,52,1,809,
4211876,1927,1471,22,,424,10
4211892,2215,1392,124,,699,
4211900,222598,159431,15208,394,46926,629
4212007,7605,5318,243,8,2035,1
4212056,2561,1698,75,3,784,1
4212106,15626,13081,222,12,2302,9
4212205,19150,13842,303,43,4956,6
4212239,4267,3490,76,,701,
4212254,12897,10611,418,9,1843,16
4212270,4034,2213,172,,1638,11
4212304,9063,7817,373,3,860,10
4212403,4245,4047,37,,160,1
4212502,33663,26624,1151,46,5791,51
4212601,2992,2674,28,,290,
4212650,10190,8710,549,1,923,7
4212700,6716,6000,99,2,614,1
4212809,27127,20222,1033,54,5759,58
4212908,21972,16595,688,18,4658,13
4213005,3473,2570,66,,832,5
4213104,5769,4570,82,15,1099,3
4213153,2946,2025,67,1,853,
4213203,34289,27562,850,45,5802,29
4213302,4437,2808,126,22,1480,1
4213351,3210,1914,43,1,1252,
4213401,10649,6161,353,10,4107,18
4213500,27688,21192,1228,37,5210,20
4213609,32970,24921,695,36,7278,40
4213708,17123,13362,319,23,3385,34
4213807,8270,7002,181,,1077,10
4213906,1689,1502,26,,161,
4214003,20010,15742,623,8,3573,64
4214102,2301,2074,20,,203,4
4214151,2964,2367,27,3,565,2
4214201,11022,8218,505,6,2290,3
4214300,3279,2997,62,1,213,5
4214409,6253,4383,115,20,1731,4
4214508,6452,5361,102,7,953,29
4214607,7747,7260,83,9,395,
4214706,10865,9029,225,3,1602,6
4214805,72587,59424,2050,108,10890,111
4214904,4847,4582,42,,222,1
4215000,39261,29576,666,57,8922,40
4215059,2397,1581,146,1,669,
4215075,4768,3549,149,3,1066,1
4215109,12757,10781,167,2,1800,7
4215208,4823,3740,170,5,907,1
4215307,7489,6397,32,1,1059,
4215356,3632,2341,151,1,1139,
4215406,4390,3217,172,4,993,3
4215455,12882,10500,763,,1619,
4215505,15546,10199,244,9,5093,1
4215554,2425,2074,34,4,313,
4215604,2088,1980,17,,90,1
4215653,9792,8411,239,,1138,4
4215679,8066,7021,50,2,990,3
4215687,2576,1887,143,2,544,
4215695,1651,1240,131,6,274,
4215703,27272,23485,1252,25,2474,33
4215752,2684,1809,112,4,757,2
4215802,83277,66613,1423,60,15133,48
4215901,2946,2797,35,,114,
4216008,10282,8877,162,5,1235,3
4216057,6084,3701,210,5,2162,6
4216107,9226,6152,272,1,2753,48
4216206,52674,38559,2258,95,11545,217
4216255,6295,5977,22,1,294,1
4216305,32687,26707,1159,28,4752,41
4216354,4463,3657,47,4,752,3
4216404,8668,7804,193,5,658,8
4216503,25939,16032,1410,172,8317,8
4216602,270299,199523,19167,531,50768,307
4216701,14167,11846,215,1,2104,1
4216800,8708,6593,197,5,1907,6
4216909,24791,18211,694,30,5838,17
4217006,13509,10545,576,9,2368,11
4217105,3405,3231,25,,149,
4217154,1781,1393,20,,368,
4217204,44330,36359,1249,33,6653,28
4217253,5776,4903,197,7,663,6
4217303,10265,8669,309,2,1277,8
4217402,20061,15544,568,15,3915,19
4217501,18620,14187,626,11,3677,118
4217550,3303,2798,32,,473,
4217600,13714,10835,943,2,1929,5
4217709,29991,25844,666,17,3449,14
4217758,2832,2182,65,,585,
4217808,18310,15609,354,6,2328,13
4217907,8143,6468,95,,1580,
4217956,2329,1925,14,,390,
4218004,51592,38020,2930,36,10422,181
4218103,5386,4650,134,4,594,4
4218202,46099,37696,1008,50,7325,20
4218251,7342,3810,178,3,3339,12
4218301,19746,14326,600,23,4775,22
4218350,3782,3296,87,,399,
4218400,7362,6828,116,,411,6
4218509,8787,6809,191,13,1768,6
4218608,7274,6084,119,4,1063,4
4218707,110088,95172,5060,95,9716,45
4218756,4916,4529,56,5,326,
4218806,13043,11393,260,3,1387,
4218855,2774,2037,87,1,649,
4218905,10834,7624,479,8,2714,9
4218954,2656,1654,215,7,779,1
4219002,20919,18450,602,6,1857,4
4219101,3634,2492,101,,1041,
4219150,2627,1710,25,1,891,
4219176,4576,2869,168,34,1500,5
4219200,6189,5737,80,,372,
4219309,55466,40698,1650,25,13080,10
4219358,5370,4495,35,4,377,459
4219408,4255,3660,37,,550,8
4219507,51607,36281,1401,52,13708,165
4219606,3653,3192,38,,417,6
4219705,31918,21534,1709,22,8601,52
4219853,3930,2739,188,1,1002,
4220000,15981,13113,912,3,1945,8
4300034,4170,3310,376,5,460,19
4300059,3912,3070,49,3,390,399
4300109,16041,13646,508,7,1879,1
4300208,6720,5704,123,4,888,1
4300307,6123,5083,70,2,968,
4300406,72409,49491,6454,22,16383,59
4300455,3651,2918,55,,678,
4300471,1969,1747,54,,168,
4300505,7117,5829,163,4,1112,9
4300554,1800,1555,39,,206,
4300570,3072,2818,60,1,193,
4300604,187315,124902,27839,111,34228,234
4300638,5310,4216,541,7,545,1
4300646,7650,5402,196,9,2031,12
4300661,1135,800,68,5,256,6
4300703,5957,5598,61,1,296,1
4300802,13045,11085,438,2,1513,7
4300851,4112,3308,408,5,387,4
4300877,8525,6929,147,2,1443,4
4300901,6483,5740,148,1,594,
4301008,21958,19260,644,4,2043,7
4301057,11057,9184,362,,1501,10
4301073,2599,2405,85,,108,1
4301107,14601,11846,965,2,1779,9
4301206,12058,10195,292,8,1561,2
4301305,17558,14390,1247,6,1891,23
4301404,10322,9166,217,,939,
4301503,7149,6015,174,2,953,5
4301552,3396,3188,43,,165,
4301602,117938,82964,12984,96,21793,101
4301636,14955,11244,1252,4,2406,49
4301651,6461,5832,91,2,535,1
4301701,7144,6322,84,,686,52
4301750,5889,4932,151,,805,1
4301800,4831,3584,126,1,1117,3
4301859,3161,2419,105,,636,1
4301875,4241,2795,269,,1176,1
4301909,12225,9586,911,,1465,263
4301925,1696,1597,25,,74,
4301958,2498,2127,69,,298,4
4302006,9296,6779,233,1,2277,6
4302055,2082,940,53,,137,952
4302105,123151,99591,5109,76,18262,108
4302154,1933,1269,11,,653,
4302204,6966,6185,78,4,699,
4302220,2229,1981,71,,177,
4302238,2271,2003,20,,247,1
4302253,2779,2566,44,1,166,2
4302303,11202,7425,420,9,3330,18
4302352,13142,11906,237,1,989,9
4302378,2096,1647,48,,401,
4302402,12294,10491,643,2,1146,12
4302451,6247,4799,138,1,1305,4
4302501,5890,4070,247,4,1569,
4302584,2151,1812,17,1,320,1
4302600,3268,2084,94,1,1082,7
4302659,4966,4550,133,,279,4
4302709,19084,14699,1579,42,2753,11
4302808,32515,25629,3932,14,2872,68
4302907,11157,8398,674,4,2080,1
4303004,80070,64639,6396,62,8837,134
4303103,136258,107048,11001,124,17950,135
4303202,4603,2921,55,,641,986
4303301,4704,3554,73,1,1075,1
4303400,4836,3908,46,,879,3
4303509,62200,51570,3945,19,6459,207
4303558,2981,2500,55,,426,
4303608,6361,5085,260,1,1013,2
4303673,3242,2661,76,,505,
4303707,5882,5457,47,1,376,1
4303806,5284,4380,145,1,757,1
4303905,62886,53678,1940,47,7189,31
4304002,4975,3380,75,1,1519,
4304101,3613,3048,34,3,527,1
4304200,28906,24305,1446,9,3142,4
4304309,6294,5965,49,,279,1
4304358,10710,7281,874,6,2518,31
4304408,48946,36931,2375,31,9478,131
4304507,49680,44254,2785,10,2598,33
4304606,347657,273200,26717,415,46969,344
4304614,1656,1590,25,,41,
4304622,1733,1205,31,,497,
4304630,63594,52051,3870,46,7572,55
4304655,3119,2507,93,,519,
4304663,26487,20335,2366,21,3726,39
4304671,3991,2917,471,,579,24
4304689,11159,9540,396,10,1122,91
4304697,2921,2644,58,4,215,
4304705,61804,48903,2464,29,10276,132
4304713,7394,6873,131,2,358,30
4304804,30420,26688,707,10,2995,20
4304853,1368,1278,9,,76,5
4304903,9465,8106,216,,1142,1
4304952,3000,2370,42,1,583,4
4305009,8674,6953,194,,1527,
4305108,463501,354450,21980,359,86265,437
4305116,2721,2612,33,,75,1
4305124,5808,4801,441,,564,2
4305132,3802,3274,157,2,365,4
4305157,2379,1618,72,,687,2
4305173,9178,7296,483,4,1392,3
4305207,13705,10671,233,8,2788,5
4305306,9540,8311,133,11,1085,
4305355,35012,27845,2183,31,4804,149
4305371,2768,1574,8,,77,1109
4305405,3913,3096,51,,766,
4305439,6262,5010,230,3,1003,16
4305447,4597,4143,180,,274,
4305454,17071,12836,1433,11,2769,22
4305504,4149,3180,141,1,827,
4305587,2423,2258,30,,133,2
4305603,3258,2601,259,,397,1
4305702,6406,4938,207,,1261,
4305801,10385,8065,204,2,1712,402
4305835,1290,1185,49,,56,
4305850,2211,1895,51,,264,1
4305871,2822,2321,50,5,441,5
4305900,6144,4086,183,3,1852,20
4305934,1607,1485,18,,104,
4305959,3846,3560,29,1,255,1
4305975,2667,1934,84,3,641,5
4306007,12886,11196,268,7,1409,6
4306056,7299,5794,641,,830,34
4306072,2692,2019,50,2,620,1
4306106,58913,46933,2540,29,9377,33
4306130,1635,1450,24,,161,
4306205,11600,9938,395,,1236,31
4306304,4321,3749,122,1,440,9
4306320,2751,2268,45,1,437,
4306353,2507,2159,19,1,328,
4306379,2806,2146,104,,555,1
4306403,30709,27373,466,19,2832,19
4306429,2090,1220,87,1,779,3
4306452,3097,2885,32,1,179,
4306502,13051,10464,1079,2,1505,1
4306551,2562,2414,51,,95,2
4306601,36981,28423,3570,16,4959,11
4306700,3079,2303,250,1,521,4
4306734,4470,3643,141,,686,
4306759,1888,1644,55,1,188,
4306767,39559,29445,3165,19,6872,58
4306809,22962,18842,1336,9,2766,8
4306908,23819,17740,2300,7,3756,15
4306924,1296,805,28,,75,388
4306932,9158,6749,286,,2100,23
4306957,2685,1921,107,,655,2
4306973,3054,1859,69,,675,451
4307005,105705,84006,3171,57,18311,154
4307054,3034,2647,21,,366,
4307104,6191,4654,537,9,991,
4307203,4930,3769,270,,891,
4307302,6787,4622,181,2,1957,25
4307401,3195,2424,74,4,690,3
4307450,3226,2794,65,,367,
4307500,15173,12708,306,2,2155,2
4307559,5582,4595,246,1,736,4
4307609,47924,40522,1548,28,5784,42
4307708,76137,60277,5810,55,9930,65
4307807,32183,27696,1360,14,3008,102
4307815,3070,2760,47,,233,30
4307831,2633,2003,77,1,551,1
4307864,2566,2241,44,,281,
4307906,70286,57299,2117,23,10733,113
4308003,6702,5053,433,2,1201,13
4308052,2520,1641,69,1,514,295
4308078,4291,3550,215,1,523,2
4308102,13764,12385,268,12,1096,3
4308201,30892,26523,676,9,3677,7
4308250,1668,1561,6,2,99,
4308300,9550,6970,155,1,2422,1
4308409,6413,4854,952,1,578,28
4308433,2393,2325,25,,43,
4308458,4477,3750,143,4,574,6
4308508,32627,26913,588,18,5098,10
4308607,34335,30079,883,9,3341,23
4308656,2688,1746,50,,891,1
4308706,5665,5020,124,3,516,2
4308805,7612,6725,324,10,551,2
4308854,1744,1216,52,,318,158
4308904,16602,13605,446,8,2529,13
4309001,16013,12152,371,8,3481,
4309050,7658,6411,427,8,803,9
4309100,40134,33697,1208,21,5164,44
4309126,2014,1390,102,11,430,81
4309159,3304,2504,71,4,725,
4309209,265074,210244,21344,220,33024,240
4309258,1417,1226,28,,163,
4309308,92924,71916,8507,58,12350,93
4309407,25268,20887,721,3,3650,7
4309506,7415,6348,101,,966,
4309555,5378,4768,229,4,376,1
4309571,2565,1916,49,,600,
4309605,18851,15552,358,12,2924,5
4309654,5976,4075,321,1,1546,33
4309704,4681,3963,115,,596,7
4309753,3732,3141,72,1,518,
4309803,4527,3968,103,1,451,4
4309902,6776,5035,115,5,1172,449
4309951,3723,2888,85,,748,2
4310009,21583,17676,626,5,3272,4
4310108,32808,26352,922,27,5485,17
4310207,84780,66486,2207,80,15941,62
4310306,4157,3622,59,,475,1
4310330,26824,22583,1084,19,3099,39
4310363,3080,2849,47,,184,
4310405,6427,5241,142,2,1042,
4310413,2014,1293,50,,671,
4310439,5399,4551,129,1,717,1
4310462,1720,1419,49,,251,1
4310504,7482,5463,147,,1095,776
4310538,5572,4633,180,,756,3
4310553,2995,2175,156,,664,
4310579,1937,1468,39,,430,
4310603,35768,23545,1878,8,10316,20
4310652,2638,2375,64,23,174,2
4310702,3208,2634,39,,532,3
4310751,1929,1617,31,,281,
4310801,22983,20609,309,111,1945,8
4310850,3779,2825,55,1,898,
4310876,2040,1407,68,5,557,3
4310900,3338,2778,156,,404,
4311007,26603,22057,1719,6,2775,46
4311106,10579,8803,218,1,1552,5
4311122,3690,2530,163,7,987,3
4311130,3349,2821,171,,356,1
4311155,7184,4840,299,2,2042,1
4311205,18226,13491,1100,2,3626,7
4311239,2251,1858,59,,331,3
4311254,5341,3965,169,13,1192,2
4311270,1738,1616,27,5,90,
4311304,27659,21466,707,4,5457,24
4311403,93646,78637,3965,79,10774,191
4311429,2601,1566,25,,920,90
4311502,7157,5334,832,3,985,3
4311601,4781,3358,129,1,1007,286
4311627,6248,5240,133,1,870,4
4311643,1683,1519,15,1,142,6
4311700,5735,4478,149,6,1098,4
4311718,4425,2801,215,,1406,3
4311734,3131,2802,82,,246,1
4311759,6801,5235,256,4,1302,4
4311775,7418,6118,482,,710,108
4311791,2470,2317,36,2,115,
4311809,45124,35411,1604,22,8071,16
4311908,4320,3664,53,5,597,1
4311981,3916,3434,101,1,301,79
4312005,1858,1631,18,,209,
4312054,3969,3691,47,,224,7
4312104,4698,3814,144,1,738,1
4312138,2553,2053,17,15,245,223
4312153,4859,4310,131,1,416,1
4312179,1795,1451,29,,315,
4312203,4191,3193,120,,878,
4312252,7505,5859,651,4,989,2
4312302,4427,3463,110,,690,164
4312351,1499,1427,14,,58,
4312377,3180,2050,401,,724,5
4312385,2557,2459,30,,65,3
4312401,64322,52668,3905,33,7657,57
4312427,2756,2329,76,,351,
4312443,3071,2992,25,1,52,1
4312450,6046,5407,346,,288,5
4312476,6029,5580,69,1,377,2
4312500,12090,8981,1251,2,1840,14
4312609,4601,3886,153,3,557,2
4312617,2879,2044,266,,567,2
4312625,1721,1297,13,,146,265
4312658,17898,15173,518,7,2194,6
4312674,1932,1583,32,,317,
4312708,13719,8752,278,2,3111,1576
4312757,3163,2666,84,,413,
4312807,4954,3624,173,19,1137,1
4312906,9649,8538,136,,975,
4312955,2042,1924,15,,102,1
4313003,3044,2849,64,,131,
4313011,3061,2910,16,1,134,
4313037,4865,3978,142,2,739,4
4313060,20088,15730,599,5,3741,10
4313086,2343,2198,14,,111,20
4313102,5586,4665,264,2,654,1
4313201,23300,20737,325,19,2203,16
4313300,25692,20457,977,11,4230,17
4313334,2163,1912,36,,215,
4313359,3466,3187,66,1,203,9
4313375,29024,23429,1270,4,4306,15
4313391,3568,3142,220,1,203,2
4313409,227646,192718,8866,216,25719,123
4313425,3198,2856,30,,312,
4313441,2146,1556,67,1,519,3
4313466,1646,1427,27,1,176,15
4313490,4272,3233,79,1,959,
4313508,47396,39051,3148,12,5018,167
4313607,3629,2971,65,,592,1
4313656,12844,9641,1259,3,1901,40
4313706,33216,24437,1258,31,7480,8
4313805,7839,6272,138,2,1408,19
4313904,43515,35027,817,20,7640,11
4313953,10212,7563,983,1,1655,9
4314001,7194,6398,120,1,673,1
4314027,6519,5306,399,,814,
4314035,4319,4003,79,,234,3
4314050,52058,41435,1811,24,8744,44
4314068,3983,3410,66,2,504,1
4314076,6025,5334,307,1,383,
4314100,206215,161007,7261,117,37490,331
4314134,2144,1901,18,,223,2
4314159,7978,7170,162,2,637,7
4314175,2061,1378,254,,423,6
4314209,7484,5794,695,5,980,10
4314308,3745,3026,74,6,636,3
4314407,325685,247257,38691,264,39107,363
4314423,5351,4792,80,2,477,
4314456,2959,2219,58,,680,2
4314464,2248,1682,40,1,524,1
4314472,3805,3002,68,2,731,2
4314498,4540,3357,124,2,1057,
4314506,11214,8021,1445,10,1719,19
4314548,2723,2468,23,1,210,21
4314555,2260,1535,69,2,654,
4314605,17504,13713,1570,4,2164,53
4314704,10406,7921,210,3,1011,1261
4314753,2171,1974,73,,122,2
4314779,3296,2508,104,1,672,11
4314787,1575,1473,17,,84,1
4314803,34071,28454,1212,49,4344,12
4314902,1332845,981251,168196,2306,178354,2708
4315008,4360,3588,71,,701,
